object_id,south,row0,rows,byte_start,byte_end,url,retrieval_mode,request_start_utc,request_complete_utc,curl_exit,http_status,requested_content_range,payload_path,payload_bytes,payload_sha256,response_header_path,response_status_line,response_date,etag,last_modified,content_length,content_range,header_bytes,header_sha256
pzi_rows_s+058,58,3708,144,640742400,665625599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:04Z,2026-08-31T19:39:12Z,0,206,bytes 640742400-665625599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+058.rows,24883200,7c6f90cd553cd8bb84f92e1571e0a092885948b9b73533f8654e3f44fbb7e4b9,data/geographic_total/source/pzi/pzi_rows_s+058.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:04 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 640742400-665625599/3110400000,404,49625f913ae08c3f6abcd5b7564985870557d00e56440db067e44c419c874468
pzi_rows_s+059,59,3588,144,620006400,644889599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:04Z,2026-08-31T19:39:48Z,0,206,bytes 620006400-644889599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+059.rows,24883200,38c4c77f7913d691374e527cf86aa08d6634e6a6c12619843ea3327b4d149d3f,data/geographic_total/source/pzi/pzi_rows_s+059.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:04 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 620006400-644889599/3110400000,404,4fa3803e649b67514d152dbad353342da5ce460f352c15626e9854aedcb9c63a
pzi_rows_s+060,60,3468,144,599270400,624153599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:05Z,2026-08-31T19:39:08Z,0,206,bytes 599270400-624153599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+060.rows,24883200,9933494a2e186ec31483558bd945a5be62137cb176411489aac890a2ff36085b,data/geographic_total/source/pzi/pzi_rows_s+060.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:05 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 599270400-624153599/3110400000,404,26bbdd6aade4ba4fe9df97aece1694dc403dc39279ff60eb7d3ac31bbcac587a
pzi_rows_s+061,61,3348,144,578534400,603417599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:07Z,2026-08-31T19:39:11Z,0,206,bytes 578534400-603417599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+061.rows,24883200,4751ccde63c908a5b67d35f81df284193295e81eee8445d0ea28f20afd8b6c4c,data/geographic_total/source/pzi/pzi_rows_s+061.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:07 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 578534400-603417599/3110400000,404,421e16dd0e3fb43392dd91e09944bdff410b10795a8091bc43904377a853a59f
pzi_rows_s+063,63,3108,144,537062400,561945599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:08Z,2026-08-31T19:39:48Z,0,206,bytes 537062400-561945599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+063.rows,24883200,dadf10b0674a5e51eebe9b591a05b2dbc5b04a11f1fc0678393b9f564f0b1c9a,data/geographic_total/source/pzi/pzi_rows_s+063.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:09 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 537062400-561945599/3110400000,404,9c6936d834ba78c7adbe77d039bc4608f3a744d5871ac9fc0f27c3493e23deb4
pzi_rows_s+066,66,2748,144,474854400,499737599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:11Z,2026-08-31T19:39:15Z,0,206,bytes 474854400-499737599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+066.rows,24883200,a103444f932352cac6b22cc4b200dd7b68e90816ae807aa3560bbf024b5d862a,data/geographic_total/source/pzi/pzi_rows_s+066.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:11 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 474854400-499737599/3110400000,404,75e9aeb432b1702c45bd2c77a93298d8d9a06f28c61e52cd0dee89fe44fde920
pzi_rows_s+067,67,2628,144,454118400,479001599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:11Z,2026-08-31T19:39:15Z,0,206,bytes 454118400-479001599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+067.rows,24883200,56c827313826248d5bda8f13b9884363539467943543b388984c54d72a067470,data/geographic_total/source/pzi/pzi_rows_s+067.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:12 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 454118400-479001599/3110400000,404,67dd5d4f10b2989425ce473f88fbcb0b86d78ebe8997dba89eb7b3cbf5dc49fa
pzi_rows_s+068,68,2508,144,433382400,458265599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:11Z,2026-08-31T19:39:33Z,0,206,bytes 433382400-458265599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+068.rows,24883200,c14f4a55de3b532d46b4010adbfe5f27400c82c1596f9697ecac7446eed83b39,data/geographic_total/source/pzi/pzi_rows_s+068.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:12 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 433382400-458265599/3110400000,404,28d105c7c6356fa66e6647b8c9f03354227f4b067abcd31214c4d1ee616dbfce
pzi_rows_s+069,69,2388,144,412646400,437529599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:12Z,2026-08-31T19:39:19Z,0,206,bytes 412646400-437529599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+069.rows,24883200,c7efcb44cf160ab714ddc342efc5bc9b06b5c7e26fef60aa1a3f832f812a7213,data/geographic_total/source/pzi/pzi_rows_s+069.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:12 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 412646400-437529599/3110400000,404,58b206ac652efcdda1aeae944f1166e685b7613ba64a278ca731e4e7077c28f1
pzi_rows_s+070,70,2268,144,391910400,416793599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:15Z,2026-08-31T19:39:19Z,0,206,bytes 391910400-416793599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+070.rows,24883200,edf84f8d94096a320105feb163dc20aec634a9b80d019ac830587a2672d234c5,data/geographic_total/source/pzi/pzi_rows_s+070.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:16 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 391910400-416793599/3110400000,404,f5299b5250f938b14e50e0762c0e34d9aa6e60562b481aaf58cc036d7c5bbd7e
pzi_rows_s+071,71,2148,144,371174400,396057599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:15Z,2026-08-31T19:39:19Z,0,206,bytes 371174400-396057599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+071.rows,24883200,55612036c15066ab7fac7dd53b9ef3b2ac7c1702223cab2a0b07186dbbefb898,data/geographic_total/source/pzi/pzi_rows_s+071.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:16 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 371174400-396057599/3110400000,404,763ad02359048a250df3d33482a1f2a08aaec1888744af180efb10e08d1602b3
pzi_rows_s+073,73,1908,144,329702400,354585599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:19Z,2026-08-31T19:39:22Z,0,206,bytes 329702400-354585599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+073.rows,24883200,31d3d0d01c6c5df997f72c76613ce6f7d272bb229d19f4891895c67e79af26a8,data/geographic_total/source/pzi/pzi_rows_s+073.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:19 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 329702400-354585599/3110400000,404,321e94a988c11a6baf00e5fdcf73dc3a005bb3ed8b2d868d225c87462bc24220
pzi_rows_s+075,75,1668,144,288230400,313113599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:19Z,2026-08-31T19:39:35Z,0,206,bytes 288230400-313113599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+075.rows,24883200,1ebe12e57a9f7b8920f334894b6a68eaaf54d90c1e58c9088445fd0f902081e4,data/geographic_total/source/pzi/pzi_rows_s+075.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:20 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 288230400-313113599/3110400000,404,4a51ef5ad7106475de6554374d4968cee57cd8108351a7b0cdb0110f1a7693d8
pzi_rows_s+076,76,1548,144,267494400,292377599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:19Z,2026-08-31T19:39:39Z,0,206,bytes 267494400-292377599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+076.rows,24883200,ea62cd35b298081bf72e2f356b9525e78b0154f84c8c12f2a767be77443274ce,data/geographic_total/source/pzi/pzi_rows_s+076.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:20 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 267494400-292377599/3110400000,404,59a7cffcb453bd8844be31868216b4997310cb16b3f2327a960a71199f766aff
pzi_rows_s+077,77,1428,144,246758400,271641599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:22Z,2026-08-31T19:39:50Z,0,206,bytes 246758400-271641599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+077.rows,24883200,38dec1a933e0fd8da5ac4df36834715145a3a161abfbd0fb4ed86e0f9dae89c3,data/geographic_total/source/pzi/pzi_rows_s+077.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:23 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 246758400-271641599/3110400000,404,3f321fc524a450040b6fa9693fffc7d61fe6df39291461a04c27b5946c478e89
pzi_rows_s+078,78,1308,144,226022400,250905599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:25Z,2026-08-31T19:39:29Z,0,206,bytes 226022400-250905599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+078.rows,24883200,a9e7a53fc7bc56ddda42f6a9ab924c99c8e9105e6b7a60479841a3233af430f2,data/geographic_total/source/pzi/pzi_rows_s+078.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:26 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 226022400-250905599/3110400000,404,bda6da0a65f26b3ee628e103af1cc1a68f159975986956dcf9f37f3840f72cf0
pzi_rows_s+079,79,1188,144,205286400,230169599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:26Z,2026-08-31T19:39:49Z,0,206,bytes 205286400-230169599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+079.rows,24883200,35713ae615a336400ac5ed147f54ccbd120723f8b5de1928e7531afd527384a3,data/geographic_total/source/pzi/pzi_rows_s+079.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:26 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 205286400-230169599/3110400000,404,9cd4d77f13d3705f477246d420134009815a3d159df2f4c2858483be7115090d
pzi_rows_s+080,80,1068,144,184550400,209433599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:29Z,2026-08-31T19:39:32Z,0,206,bytes 184550400-209433599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+080.rows,24883200,48e8484581cef03cc8adb9c16d41ea4dda8a54be4ca0a8601220984cac0ad66a,data/geographic_total/source/pzi/pzi_rows_s+080.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:29 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 184550400-209433599/3110400000,404,d1905a484b6db176c1c0b3af36be82b539016fd08519e18b4f964da3b24045a1
pzi_rows_s+081,81,948,144,163814400,188697599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:32Z,2026-08-31T19:39:36Z,0,206,bytes 163814400-188697599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+081.rows,24883200,e722fa6e0a77d3b4926f8f6339e5b545d9ae66c553bd25847a7dc63747ac9e17,data/geographic_total/source/pzi/pzi_rows_s+081.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:33 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 163814400-188697599/3110400000,404,2ba8a034fffd3daca55115d7e153e1f1d5e48b67533abc7144bcb4d5647c97f3
pzi_rows_s+082,82,828,144,143078400,167961599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:33Z,2026-08-31T19:40:26Z,0,206,bytes 143078400-167961599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+082.rows,24883200,5c9c6bb536c87e81f34de4863706df81ecadb25a05861bb70a2a5bd485b181a1,data/geographic_total/source/pzi/pzi_rows_s+082.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:34 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 143078400-167961599/3110400000,404,445fb730c32b6746cd584b1bdce3352b87071911789356448e74f44a2311a887
pzi_rows_s+083,83,708,144,122342400,147225599,https://microsite.geo.uzh.ch/cryodata/pf_global/PZI.flt,http_range,2026-08-31T19:39:35Z,2026-08-31T19:39:39Z,0,206,bytes 122342400-147225599/3110400000,data/geographic_total/source_raw/pzi/pzi_rows_s+083.rows,24883200,b1aedc6bdc890d20d8412d7cc27b8159a84489472bf4cd7e868458a6a6c0c2ae,data/geographic_total/source/pzi/pzi_rows_s+083.headers,HTTP/1.1 206 Partial Content,"Mon, 31 Aug 2026 19:39:36 GMT","""4f3b7a3a-b964f000""","Wed, 15 Feb 2012 09:26:18 GMT",24883200,bytes 122342400-147225599/3110400000,404,e95fa029c7f1b7addcad3149a6ae2baa23ce879fdd32c54b488e9b5128ec31b9
