candidate_id,window,onset_role,coordinate_uncertainty_class,quantization_gap_seconds,dependence_component,component_representative,old_pilot_overlap,onset_event_mean_t2m_k,onset_warm_state_anomaly_k,onset_warm_state_rank,onset_theil_sen_k_per_decade,onset_fitted_change_1991_to_event_k,onset_linear_trend_residual_rank,calendar_event_mean_t2m_k,calendar_warm_state_anomaly_k,calendar_warm_state_rank,calendar_theil_sen_k_per_decade,calendar_fitted_change_1991_to_event_k,calendar_linear_trend_residual_rank,delta_time_warm_state_rank,delta_time_linear_trend_residual_rank,onset_four_cell_warm_rank_min,onset_four_cell_warm_rank_max,onset_four_cell_warm_rank_range,onset_four_cell_residual_rank_min,onset_four_cell_residual_rank_max,onset_four_cell_residual_rank_range
denali-black-rapids-m-2002,30d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,269.13031005859375,6.10406494140625,1,0.49434661865234375,0.54378128051757812,1,268.9581298828125,5.65478515625,1,0.509033203125,0.5599365234375,1,0,0,1,1,0,1,1,0
denali-black-rapids-m-2002,7d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,269.42025756835938,10.350372314453125,1,0.34072383757560487,0.37479622133316531,1,269.184326171875,9.46856689453125,1,0.45671251085069448,0.50238376193576395,1,0,0,0.96551724137931039,1,0.034482758620689613,1,1,0
denali-black-rapids-w-2002,2d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,269.09609985351562,9.1575927734375,1,0.22716869007457385,0.24988555908203125,1,267.56002807617188,8.0587158203125,0.96551724137931039,0.3642926897321429,0.40072195870535715,0.96551724137931039,0.034482758620689613,0.034482758620689613,0.96551724137931039,1,0.034482758620689613,0.96551724137931039,1,0.034482758620689613
denali-black-rapids-w-2002,30d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,269.02706909179688,6.2320556640625,1,0.47397960316051141,0.5213775634765625,1,268.8426513671875,5.69049072265625,1,0.49435206821986605,0.54378727504185265,1,0,0,1,1,0,1,1,0
denali-black-rapids-w-2002,7d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,269.39108276367188,10.414520263671875,1,0.42341561153017243,0.46575717268318967,1,269.13705444335938,9.447998046875,1,0.42521757238051466,0.46773932961856612,1,0,0,1,1,0,1,1,0
denali-mcginnis-n-2002,2d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,267.6829833984375,6.961212158203125,0.96551724137931039,-0.10206742720170454,-0.112274169921875,0.96551724137931039,265.92178344726562,6.90289306640625,0.89655172413793105,0.26142261646412041,0.28756487811053244,0.89655172413793105,0.068965517241379337,0.068965517241379337,0.96551724137931039,0.96551724137931039,0,0.96551724137931039,0.96551724137931039,0
denali-mcginnis-n-2002,30d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,268.56314086914062,6.639862060546875,1,0.15179802389705882,0.16697782628676472,1,268.40719604492188,6.088409423828125,1,0.17081425107758622,0.18789567618534483,1,0,0,0.96551724137931039,1,0.034482758620689613,1,1,0
denali-mcginnis-n-2002,7d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,268.684326171875,10.216796875,1,0.078848379629629636,0.086733217592592601,1,268.58071899414062,10.220550537109375,1,0.07361019358915441,0.080971212948069859,1,0,0,1,1,0,1,1,0
denali-mcginnis-s-2002,2d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,267.6829833984375,6.961212158203125,0.96551724137931039,-0.10206742720170454,-0.112274169921875,0.96551724137931039,265.92178344726562,6.90289306640625,0.89655172413793105,0.26142261646412041,0.28756487811053244,0.89655172413793105,0.068965517241379337,0.068965517241379337,0.96551724137931039,0.96551724137931039,0,0.96551724137931039,0.96551724137931039,0
denali-mcginnis-s-2002,30d,trigger_proxy,le_1_km,761.51800000000003,denali-black-rapids-e-2002,False,False,268.56314086914062,6.639862060546875,1,0.15179802389705882,0.16697782628676472,1,268.40719604492188,6.088409423828125,1,0.17081425107758622,0.18789567618534483,1,0,0,0.96551724137931039,1,0.034482758620689613,1,1,0
