candidate_id,grid_latitude_deg,grid_longitude_deg_east,primary_cell,anchor,window,event_year,event_mean_t2m_k,reference_median_t2m_k,warm_state_anomaly_k,warm_state_rank,theil_sen_k_per_decade,fitted_change_1991_to_event_k,linear_trend_residual_rank,dependence_component,component_representative
bukadaban-2022,35.75,90.75,False,onset,2d,2022,259.86660766601562,257.91093444824219,1.9556732177734375,0.73333333333333328,0.489410400390625,1.5171722412109376,0.66666666666666663,bukadaban-2022,True
bukadaban-2022,35.75,90.75,False,onset,30d,2022,262.74191284179688,262.44868469238281,0.2932281494140625,0.59999999999999998,0.68561184790826613,2.125396728515625,0.23333333333333334,bukadaban-2022,True
bukadaban-2022,35.75,90.75,False,onset,7d,2022,259.33779907226562,258.74247741699219,0.5953216552734375,0.59999999999999998,0.40510389539930552,1.2558220757378471,0.5,bukadaban-2022,True
bukadaban-2022,35.75,91,False,onset,2d,2022,259.54534912109375,257.70256042480469,1.8427886962890625,0.76666666666666672,0.5232565743582589,1.6220953805106026,0.76666666666666672,bukadaban-2022,True
bukadaban-2022,35.75,91,False,onset,30d,2022,262.09909057617188,261.98710632324219,0.1119842529296875,0.53333333333333333,0.7633492606026786,2.3663827078683037,0.23333333333333334,bukadaban-2022,True
bukadaban-2022,35.75,91,False,onset,7d,2022,258.86386108398438,257.96661376953125,0.897247314453125,0.66666666666666663,0.49442492033305918,1.5327172530324835,0.46666666666666667,bukadaban-2022,True
bukadaban-2022,36,90.75,False,onset,2d,2022,256.76132202148438,256.37350463867188,0.3878173828125,0.53333333333333333,0.49345317639802633,1.5297048468338816,0.43333333333333335,bukadaban-2022,True
bukadaban-2022,36,90.75,False,onset,30d,2022,259.96337890625,260.18478393554688,-0.221405029296875,0.43333333333333335,0.73330218975360573,2.2732367882361779,0.066666666666666666,bukadaban-2022,True
bukadaban-2022,36,90.75,False,onset,7d,2022,256.57144165039062,256.77783203125,-0.206390380859375,0.36666666666666664,0.39914217862215912,1.2373407537286933,0.33333333333333331,bukadaban-2022,True
bukadaban-2022,36,91,True,onset,2d,2022,258.81854248046875,256.76802062988281,2.0505218505859375,0.69999999999999996,0.51519954905790444,1.5971186020795036,0.59999999999999998,bukadaban-2022,True
bukadaban-2022,36,91,True,onset,30d,2022,260.1915283203125,260.32646179199219,-0.1349334716796875,0.43333333333333335,0.73366605318509603,2.2743647648737979,0.083333333333333329,bukadaban-2022,True
bukadaban-2022,36,91,True,onset,7d,2022,258.17575073242188,257.2587890625,0.916961669921875,0.66666666666666663,0.45580741686698723,1.4130029922876604,0.53333333333333333,bukadaban-2022,True
denali-black-rapids-e-2002,63.25,213.75,True,onset,2d,2002,269.08935546875,259.69491577148438,9.394439697265625,1,0.25831742720170459,0.284149169921875,1,denali-black-rapids-e-2002,True
denali-black-rapids-e-2002,63.25,213.75,True,onset,30d,2002,269.13031005859375,263.0262451171875,6.10406494140625,1,0.49434661865234375,0.54378128051757812,1,denali-black-rapids-e-2002,True
denali-black-rapids-e-2002,63.25,213.75,True,onset,7d,2002,269.42025756835938,259.06988525390625,10.350372314453125,1,0.34072383757560487,0.37479622133316531,1,denali-black-rapids-e-2002,True
denali-black-rapids-e-2002,63.25,214,False,onset,2d,2002,269.24575805664062,259.1287841796875,10.116973876953125,1,0.25738802823153406,0.2831268310546875,1,denali-black-rapids-e-2002,True
denali-black-rapids-e-2002,63.25,214,False,onset,30d,2002,269.44720458984375,263.59017944335938,5.857025146484375,1,0.56874275207519531,0.62561702728271484,1,denali-black-rapids-e-2002,True
denali-black-rapids-e-2002,63.25,214,False,onset,7d,2002,269.66375732421875,259.27850341796875,10.38525390625,1,0.36101242591594829,0.39711366850754309,1,denali-black-rapids-e-2002,True
denali-black-rapids-e-2002,63.5,213.75,False,onset,2d,2002,267.6761474609375,260.89346313476562,6.782684326171875,0.96551724137931039,-0.02069091796875,-0.022760009765624999,0.96551724137931039,denali-black-rapids-e-2002,True
