candidate_id,grid_latitude_deg,grid_longitude_deg_east,primary_cell,anchor,year,window,hours,mean_t2m_k
dickson-2023,72.75,333,True,onset,2008,7d,168,264.67684936523438
dickson-2023,72.75,333,True,onset,2008,30d,720,265.97381591796875
dickson-2023,72.75,333,True,onset,2009,2d,48,260.95913696289062
dickson-2023,72.75,333,True,onset,2009,7d,168,261.00482177734375
dickson-2023,72.75,333,True,onset,2009,30d,720,262.71124267578125
dickson-2023,72.75,333,True,onset,2010,2d,48,263.90750122070312
dickson-2023,72.75,333,True,onset,2010,7d,168,266.41140747070312
dickson-2023,72.75,333,True,onset,2010,30d,720,266.60836791992188
dickson-2023,72.75,333,True,onset,2011,2d,48,258.4949951171875
dickson-2023,72.75,333,True,onset,2011,7d,168,259.31222534179688
dickson-2023,72.75,333,True,onset,2011,30d,720,263.20889282226562
dickson-2023,72.75,333,True,onset,2012,2d,48,260.25637817382812
dickson-2023,72.75,333,True,onset,2012,7d,168,257.666748046875
dickson-2023,72.75,333,True,onset,2012,30d,720,261.76922607421875
dickson-2023,72.75,333,True,onset,2013,2d,48,260.05062866210938
dickson-2023,72.75,333,True,onset,2013,7d,168,260.867919921875
dickson-2023,72.75,333,True,onset,2013,30d,720,265.79638671875
dickson-2023,72.75,333,True,onset,2014,2d,48,264.91610717773438
dickson-2023,72.75,333,True,onset,2014,7d,168,261.17620849609375
dickson-2023,72.75,333,True,onset,2014,30d,720,264.42831420898438
dickson-2023,72.75,333,True,onset,2015,2d,48,259.50146484375
dickson-2023,72.75,333,True,onset,2015,7d,168,262.47982788085938
dickson-2023,72.75,333,True,onset,2015,30d,720,264.79791259765625
dickson-2023,72.75,333,True,onset,2016,2d,48,262.83554077148438
dickson-2023,72.75,333,True,onset,2016,7d,168,264.56924438476562
dickson-2023,72.75,333,True,onset,2016,30d,720,263.46670532226562
dickson-2023,72.75,333,True,onset,2017,2d,48,262.44937133789062
dickson-2023,72.75,333,True,onset,2017,7d,168,259.93838500976562
dickson-2023,72.75,333,True,onset,2017,30d,720,263.3438720703125
dickson-2023,72.75,333,True,onset,2018,2d,48,256.01263427734375
dickson-2023,72.75,333,True,onset,2018,7d,168,263.5576171875
dickson-2023,72.75,333,True,onset,2018,30d,720,262.06375122070312
dickson-2023,72.75,333,True,onset,2019,2d,48,252.7591552734375
dickson-2023,72.75,333,True,onset,2019,7d,168,254.5927734375
dickson-2023,72.75,333,True,onset,2019,30d,720,261.5999755859375
dickson-2023,72.75,333,True,onset,2020,2d,48,253.15083312988281
dickson-2023,72.75,333,True,onset,2020,7d,168,255.9691162109375
dickson-2023,72.75,333,True,onset,2020,30d,720,263.21707153320312
dickson-2023,72.75,333,True,onset,2021,2d,48,262.52273559570312
dickson-2023,72.75,333,True,onset,2021,7d,168,262.86343383789062
dickson-2023,72.75,333,True,onset,2021,30d,720,265.71795654296875
dickson-2023,72.75,333,True,onset,2022,2d,48,261.26959228515625
dickson-2023,72.75,333,True,onset,2022,7d,168,264.07803344726562
dickson-2023,72.75,333,True,onset,2022,30d,720,265.51559448242188
dickson-2023,72.75,333,True,onset,2023,2d,48,257.33544921875
dickson-2023,72.75,333,True,onset,2023,7d,168,259.56475830078125
dickson-2023,72.75,333,True,onset,2023,30d,720,265.88079833984375
dickson-2023,72.75,333,True,onset,2024,2d,48,256.14041137695312
dickson-2023,72.75,333,True,onset,2024,7d,168,260.22976684570312
dickson-2023,72.75,333,True,onset,2024,30d,720,264.68948364257812
dickson-2023,72.75,333,True,onset,2025,2d,48,261.9593505859375
dickson-2023,72.75,333,True,onset,2025,7d,168,267.68472290039062
dickson-2023,72.75,333,True,onset,2025,30d,720,269.10073852539062
dickson-2023,72.75,333,True,calendar,1979,2d,48,254.25163269042969
dickson-2023,72.75,333,True,calendar,1979,7d,168,256.81768798828125
dickson-2023,72.75,333,True,calendar,1979,30d,720,261.70599365234375
dickson-2023,72.75,333,True,calendar,1980,2d,48,252.83642578125
dickson-2023,72.75,333,True,calendar,1980,7d,168,256.40679931640625
dickson-2023,72.75,333,True,calendar,1980,30d,720,262.50485229492188
dickson-2023,72.75,333,True,calendar,1981,2d,48,261.80783081054688
dickson-2023,72.75,333,True,calendar,1981,7d,168,261.38607788085938
dickson-2023,72.75,333,True,calendar,1981,30d,720,261.97872924804688
dickson-2023,72.75,333,True,calendar,1982,2d,48,254.68672180175781
dickson-2023,72.75,333,True,calendar,1982,7d,168,255.07194519042969
dickson-2023,72.75,333,True,calendar,1982,30d,720,260.25384521484375
dickson-2023,72.75,333,True,calendar,1983,2d,48,264.1630859375
dickson-2023,72.75,333,True,calendar,1983,7d,168,262.8431396484375
dickson-2023,72.75,333,True,calendar,1983,30d,720,263.24929809570312
dickson-2023,72.75,333,True,calendar,1984,2d,48,261.18832397460938
dickson-2023,72.75,333,True,calendar,1984,7d,168,258.54507446289062
dickson-2023,72.75,333,True,calendar,1984,30d,720,264.22122192382812
dickson-2023,72.75,333,True,calendar,1985,2d,48,256.93222045898438
dickson-2023,72.75,333,True,calendar,1985,7d,168,256.1259765625
dickson-2023,72.75,333,True,calendar,1985,30d,720,261.42062377929688
dickson-2023,72.75,333,True,calendar,1986,2d,48,261.501708984375
dickson-2023,72.75,333,True,calendar,1986,7d,168,261.83053588867188
dickson-2023,72.75,333,True,calendar,1986,30d,720,263.02145385742188
dickson-2023,72.75,333,True,calendar,1987,2d,48,255.14765930175781
dickson-2023,72.75,333,True,calendar,1987,7d,168,259.8699951171875
dickson-2023,72.75,333,True,calendar,1987,30d,720,261.63540649414062
dickson-2023,72.75,333,True,calendar,1988,2d,48,258.603515625
dickson-2023,72.75,333,True,calendar,1988,7d,168,259.23187255859375
dickson-2023,72.75,333,True,calendar,1988,30d,720,261.41107177734375
