"rgi_id","o1region","o2region","glims_id","anlys_id","subm_id","src_date","cenlon","cenlat","utm_zone","area_km2","primeclass","conn_lvl","surge_type","term_type","glac_name","is_rgi6","termlon","termlat","zmin_m","zmax_m","zmed_m","zmean_m","slope_deg","aspect_deg","aspect_sec","dem_source","lmax_m"
"RGI2000-v7.0-G-10-03431","10","10-04","G091439E46873N",917396,752,"2002-07-10T00:00:00",91.43941345544555,46.872316999999995,46,0.017232971800706,0,0,0,9,"",0,91.43981130462456,46.87357900000024,3523.0542,3697.9458,3613.2246,3614.1655,37.565422,22.234612,1,"COPDEM30",253
"RGI2000-v7.0-G-10-03432","10","10-04","G091451E46908N",917424,752,"2002-07-10T00:00:00",91.44658451272616,46.908528000000004,46,1.747862431294373,0,0,0,9,"",0,91.43776982179496,46.90840279772719,3663.9316,4094.07,3956.768,3933.743,15.2694435,251.61575317382807,7,"COPDEM30",1444
"RGI2000-v7.0-G-10-03433","10","10-04","G091445E46916N",917417,752,"2002-07-10T00:00:00",91.44488301441609,46.916174999999996,46,0.394597386902347,0,0,0,9,"",0,91.43901871853338,46.91269565524472,3728.3918,4052.1592,3906.5725,3898.8237,18.936033,267.4195861816406,7,"COPDEM30",1072
"RGI2000-v7.0-G-10-03434","10","10-04","G091493E46899N",917463,752,"2002-07-10T00:00:00",91.45770325000001,46.916220499999994,46,0.4850602259505,0,0,0,9,"",0,91.46701104175102,46.91840420836562,3457.4202,4095.1216,3758.632,3786.842,28.970123,79.12964,3,"COPDEM30",1197
"RGI2000-v7.0-G-10-03435","10","10-04","G091492E46899N",917447,752,"2002-07-10T00:00:00",91.45309599667985,46.923997,46,1.180465157204937,0,0,0,9,"",0,91.45691395996727,46.93114738163916,3312.6538,4073.8875,3748.6553,3736.2273,24.786737,29.174292,2,"COPDEM30",1803
"RGI2000-v7.0-G-10-03436","10","10-04","G091560E46810N",917717,752,"2002-07-10T00:00:00",91.55959127415791,46.8105895,46,0.077903565866093,0,0,0,9,"",0,91.55836837414898,46.811695699548345,3550.0903,3755.004,3684.606,3676.769,33.439682,349.19159507751465,1,"COPDEM30",326
"RGI2000-v7.0-G-10-03437","10","10-04","G091546E46795N",917705,752,"2002-07-10T00:00:00",91.55296892280239,46.7957005,46,0.11406915081528,0,0,0,9,"",0,91.55294749098954,46.79660616591873,3480.734,3647.4197,3563.5852,3563.266,36.43853,359.04417353868484,1,"COPDEM30",405
"RGI2000-v7.0-G-10-03438","10","10-04","G091547E46795N",917692,752,"2002-07-10T00:00:00",91.54630224042685,46.796203000000006,46,0.085442036497916,0,0,0,9,"",0,91.54747113481591,46.797781251857145,3441.5173,3748.8157,3602.1265,3595.3018,35.900963,25.30447,2,"COPDEM30",456
"RGI2000-v7.0-G-10-03439","10","10-04","G091543E46797N",917689,752,"2002-07-10T00:00:00",91.5428533211431,46.7965025,46,0.046775570801662,0,0,0,9,"",0,91.54376157060118,46.79790930369176,3504.595,3749.8047,3641.541,3637.7612,35.907814,25.073582,2,"COPDEM30",355
"RGI2000-v7.0-G-10-03440","10","10-04","G091547E46796N",917687,752,"2002-07-10T00:00:00",91.53917019559758,46.797456,46,0.132535757493627,0,0,0,9,"",0,91.54028940187582,46.79983736117999,3387.456,3753.7935,3614.8828,3599.8518,35.5008,14.684673,1,"COPDEM30",574
"RGI2000-v7.0-G-10-03441","10","10-04","G091601E46786N",917789,752,"2002-07-10T00:00:00",91.60176675637555,46.7855535,46,0.016119160969675,0,0,0,9,"",0,91.6002168465516,46.78633509970363,3619.6985,3779.3752,3721.018,3715.9731,39.303806,340.3612003326416,1,"COPDEM30",259
"RGI2000-v7.0-G-10-03442","10","10-04","G091605E46786N",917795,752,"2002-07-10T00:00:00",91.60413564834658,46.786425,46,0.016234321020219,0,0,0,9,"",0,91.60350390900155,46.78712293069171,3659.5864,3801.4028,3745.9824,3742.5574,38.80682,346.2892379760742,1,"COPDEM30",199
"RGI2000-v7.0-G-10-03443","10","10-04","G091606E46788N",917798,752,"2002-07-10T00:00:00",91.60563483247282,46.788298499999996,46,0.029065147579047,0,0,0,9,"",0,91.60526766715212,46.789715619326024,3558.3225,3815.9607,3664.3657,3667.5012,38.50549,0.9059687,1,"COPDEM30",365
"RGI2000-v7.0-G-10-03444","10","10-04","G091607E46789N",917803,752,"2002-07-10T00:00:00",91.60749007386016,46.788707,46,0.066012161274385,0,0,0,9,"",0,91.6082217319248,46.791233900432275,3445.6777,3842.3733,3691.3867,3682.604,34.6232,2.8700209,1,"COPDEM30",570
"RGI2000-v7.0-G-10-03445","10","10-04","G091609E46789N",917809,752,"2002-07-10T00:00:00",91.60995734384458,46.7886125,46,0.083152218359682,0,0,0,9,"",0,91.61030919760876,46.7908943552594,3484.5623,3824.1272,3681.6155,3674.4978,34.542156,3.1214004,1,"COPDEM30",542
"RGI2000-v7.0-G-10-03446","10","10-04","G091632E46804N",917834,752,"2002-07-10T00:00:00",91.63199843278767,46.8042785,46,0.021637387380537,0,0,0,9,"",0,91.63133206465817,46.80514087850569,3506.2134,3665.8447,3606.0176,3599.6309,38.268147,347.1339626312256,1,"COPDEM30",227
"RGI2000-v7.0-G-10-03447","10","10-04","G091647E46817N",917856,752,"2002-07-10T00:00:00",91.64669826760563,46.818998,46,0.360726291186901,0,0,0,9,"",0,91.65047727514339,46.822954548245775,3315.6775,3921.551,3684.664,3667.0432,36.778965,30.326813,2,"COPDEM30",912
"RGI2000-v7.0-G-10-03448","10","10-04","G091677E46821N",917885,752,"2002-07-10T00:00:00",91.67584232732489,46.823686499999994,46,0.279197508757419,0,0,0,9,"",0,91.67161757035619,46.82768092643146,3343.2932,4041.474,3719.141,3701.487,34.97971,312.76563262939453,8,"COPDEM30",1161
"RGI2000-v7.0-G-10-03449","10","10-04","G091630E46858N",917832,752,"2002-07-10T00:00:00",91.62973438941698,46.8577865,46,0.0164550481503,0,0,0,9,"",0,91.63012525926767,46.85687031877953,3745.4766,3772.6294,3760.257,3759.7727,18.587837,111.06544,3,"COPDEM30",141
