latitude,longitude,year,hour_count,t2m_mean_k,missing_reason
35.75,94.25,1982,8760,267.58773097730665,
36.00,90.75,1982,8760,260.90685219786485,
36.00,91.00,1982,8760,260.90547768231397,
36.00,91.50,1982,8760,261.37614287110767,
36.00,93.00,1982,8760,264.02939537431553,
36.25,87.25,1982,8760,260.68101905056329,
36.25,90.25,1982,8760,260.41538642813629,
36.25,91.00,1982,8760,260.52429546373622,
36.25,91.75,1982,8760,262.62027792386266,
36.25,92.00,1982,8760,264.32047674971631,
36.50,87.25,1982,8760,259.31733884767857,
36.50,87.50,1982,8760,259.19059227895519,
36.50,91.25,1982,8760,261.53076102200163,
36.50,91.50,1982,8760,263.18087155416134,
36.75,84.25,1982,8760,266.12250084027852,
36.75,84.50,1982,8760,264.53595151857701,
36.75,84.75,1982,8760,261.78158735510419,
36.75,85.00,1982,8760,261.78759162589296,
36.75,85.25,1982,8760,261.89377184654478,
36.75,91.00,1982,8760,261.94493053732396,
36.75,91.25,1982,8760,263.61402385485229,
37.25,85.75,1982,8760,264.57428006385561,
37.25,87.25,1982,8760,263.27939143420355,
37.25,87.50,1982,8760,262.97564795158769,
37.50,87.50,1982,8760,265.43415806043095,
37.50,87.75,1982,8760,263.77518173635821,
37.50,88.00,1982,8760,262.07712908879807,
37.75,88.25,1982,8760,262.2580399012457,
38.00,87.50,1982,8760,267.78595822826367,
38.25,89.25,1982,8760,267.86442032557102,
38.25,89.50,1982,8760,268.57882261929444,
35.50,94.50,1983,8760,263.6196586399862,
35.50,94.75,1983,8760,263.52229044491844,
35.50,95.00,1983,8760,263.9343391853925,
35.75,90.75,1983,8760,261.50649932094905,
35.75,92.00,1983,8760,262.90527792978503,
35.75,93.00,1983,8760,264.5381976837437,
35.75,93.50,1983,8760,264.2809095739774,
35.75,93.75,1983,8760,263.61640540170885,
35.75,94.25,1983,8760,266.19940652194089,
36.00,90.75,1983,8760,260.27225941697213,
36.00,91.00,1983,8760,260.5149298611297,
36.00,91.50,1983,8760,260.57896050056911,
36.00,93.00,1983,8760,262.82492560295208,
36.25,87.25,1983,8760,260.0855264219519,
36.25,90.25,1983,8760,259.91461906955669,
36.25,91.00,1983,8760,260.18997066445547,
36.25,91.75,1983,8760,261.70978953914556,
36.25,92.00,1983,8760,263.16320326469804,
36.50,87.25,1983,8760,258.86951257714395,
36.50,87.50,1983,8760,258.73482163137498,
36.50,91.25,1983,8760,261.22024411414856,
36.50,91.50,1983,8760,262.7515311010352,
36.75,84.25,1983,8760,265.89716797223372,
36.75,84.50,1983,8760,264.28277389491529,
36.75,84.75,1983,8760,261.67301279181214,
36.75,85.00,1983,8760,261.862640062097,
36.75,85.25,1983,8760,261.89947810760918,
36.75,91.00,1983,8760,261.50707701417411,
36.75,91.25,1983,8760,263.50041566613601,
37.25,85.75,1983,8760,265.03933341840633,
37.25,87.25,1983,8760,263.34790376114518,
37.25,87.50,1983,8760,262.84346822277053,
37.50,87.50,1983,8760,265.57950560861525,
37.50,87.75,1983,8760,263.80432546781077,
37.50,88.00,1983,8760,261.75073647869232,
37.75,88.25,1983,8760,262.49995188778394,
38.00,87.50,1983,8760,267.97949799663945,
38.25,89.25,1983,8760,267.54101456420062,
38.25,89.50,1983,8760,268.09928455788253,
35.50,94.50,1984,8784,265.44205492745766,
35.50,94.75,1984,8784,265.25262114867053,
35.50,95.00,1984,8784,265.98273368307366,
35.75,90.75,1984,8784,262.91440923270414,
35.75,92.00,1984,8784,265.34065029095649,
35.75,93.00,1984,8784,266.47961008874444,
35.75,93.50,1984,8784,266.86718755385044,
35.75,93.75,1984,8784,266.48170463374402,
35.75,94.25,1984,8784,268.63552166290839,
36.00,90.75,1984,8784,261.45812090368219,
36.00,91.00,1984,8784,261.39046832642271,
36.00,91.50,1984,8784,262.10532366990611,
36.00,93.00,1984,8784,264.61168550967301,
36.25,87.25,1984,8784,261.43550718199793,
36.25,90.25,1984,8784,261.82332123650446,
36.25,91.00,1984,8784,261.07708341046111,
36.25,91.75,1984,8784,263.89979995143869,
36.25,92.00,1984,8784,265.47884209603342,
36.50,87.25,1984,8784,259.55881443961721,
36.50,87.50,1984,8784,259.79156203348128,
36.50,91.25,1984,8784,262.82118178716775,
36.50,91.50,1984,8784,264.67318097446349,
36.75,84.25,1984,8784,267.32064766006607,
36.75,84.50,1984,8784,265.70032184718951,
36.75,84.75,1984,8784,263.02222415354299,
36.75,85.00,1984,8784,263.03775114743871,
36.75,85.25,1984,8784,262.90541803988822,
36.75,91.00,1984,8784,263.16205721822161,
36.75,91.25,1984,8784,265.31585756763951,
37.25,85.75,1984,8784,265.69312487187062,
37.25,87.25,1984,8784,264.8300179722965,
37.25,87.50,1984,8784,264.22571030774839,
37.50,87.50,1984,8784,266.7765327342438,
37.50,87.75,1984,8784,264.8736724332382,
37.50,88.00,1984,8784,262.64167015582922,
37.75,88.25,1984,8784,264.03460202799033,
38.00,87.50,1984,8784,269.10516376530103,
38.25,89.25,1984,8784,268.30373944176569,
38.25,89.50,1984,8784,268.87525331083759,
35.50,94.50,1985,8760,264.56221034080471,
35.50,94.75,1985,8760,264.32961054762751,
35.50,95.00,1985,8760,264.89770572610098,
35.75,90.75,1985,8760,262.19360998319166,
35.75,92.00,1985,8760,264.50086642748687,
35.75,93.00,1985,8760,266.04166601869071,
35.75,93.50,1985,8760,266.21259231393196,
35.75,93.75,1985,8760,265.8642054292165,
35.75,94.25,1985,8760,267.83741705733348,
36.00,90.75,1985,8760,260.71343953555032,
36.00,91.00,1985,8760,260.76195817538047,
36.00,91.50,1985,8760,261.10893172869402,
36.00,93.00,1985,8760,264.46689049185142,
36.25,87.25,1985,8760,260.60381903452418,
36.25,90.25,1985,8760,261.18176146729354,
36.25,91.00,1985,8760,260.44914578302809,
36.25,91.75,1985,8760,263.1045133529733,
36.25,92.00,1985,8760,265.04117060970498,
36.50,87.25,1985,8760,259.33398433145322,
36.50,87.50,1985,8760,259.30710166164727,
36.50,91.25,1985,8760,262.06282752050112,
36.50,91.50,1985,8760,263.96133458037355,
36.75,84.25,1985,8760,267.09504756840397,
36.75,84.50,1985,8760,265.44329581761468,
36.75,84.75,1985,8760,262.68891488340893,
36.75,85.00,1985,8760,262.9647828681284,
36.75,85.25,1985,8760,262.90029027930132,
36.75,91.00,1985,8760,262.62664718105367,
36.75,91.25,1985,8760,264.79747317588493,
37.25,85.75,1985,8760,265.65711212332388,
37.25,87.25,1985,8760,264.46303551556315,
37.25,87.50,1985,8760,263.9693390624164,
37.50,87.50,1985,8760,266.68634237698768,
37.50,87.75,1985,8760,264.8561246601958,
37.50,88.00,1985,8760,262.75064971087733,
37.75,88.25,1985,8760,264.03789768828648,
38.00,87.50,1985,8760,269.02352039563601,
38.25,89.25,1985,8760,268.69937770094504,
38.25,89.50,1985,8760,269.26892856266943,
35.50,94.50,1986,8760,264.97990033223749,
35.50,94.75,1986,8760,264.74197694264592,
35.50,95.00,1986,8760,265.13693939627035,
35.75,90.75,1986,8760,262.12759167571045,
35.75,92.00,1986,8760,265.10576409640379,
35.75,93.00,1986,8760,266.56648736370209,
35.75,93.50,1986,8760,266.78165484389211,
35.75,93.75,1986,8760,266.36170511986023,
35.75,94.25,1986,8760,268.20017296255452,
36.00,90.75,1986,8760,260.77143109987861,
36.00,91.00,1986,8760,260.84150477892734,
36.00,91.50,1986,8760,261.58802794016657,
36.00,93.00,1986,8760,264.80653468267013,
36.25,87.25,1986,8760,261.10732351329227,
36.25,90.25,1986,8760,261.0097604882227,
36.25,91.00,1986,8760,260.49411966158374,
36.25,91.75,1986,8760,263.44169361515134,
36.25,92.00,1986,8760,265.29130989492756,
36.50,87.25,1986,8760,259.59647475290518,
36.50,87.50,1986,8760,259.51571215102661,
36.50,91.25,1986,8760,261.90223870473363,
36.50,91.50,1986,8760,263.88715908276981,
36.75,84.25,1986,8760,266.80762850966084,
36.75,84.50,1986,8760,265.10348170206424,
36.75,84.75,1986,8760,262.29118750585269,
36.75,85.00,1986,8760,262.47782844996345,
36.75,85.25,1986,8760,262.34784485803891,
36.75,91.00,1986,8760,262.66391351778213,
36.75,91.25,1986,8760,264.52051519280701,
37.25,85.75,1986,8760,265.21950579604055,
37.25,87.25,1986,8760,263.99604558204408,
37.25,87.50,1986,8760,263.4926371883584,
37.50,87.50,1986,8760,266.22759321726619,
37.50,87.75,1986,8760,264.50771704547481,
37.50,88.00,1986,8760,262.55821605664954,
37.75,88.25,1986,8760,263.50890612319182,
38.00,87.50,1986,8760,268.31080346129255,
38.25,89.25,1986,8760,268.06840840692388,
38.25,89.50,1986,8760,268.69716458429485,
-39.75,288.50,1987,8760,280.28144499199573,
-35.00,289.75,1987,8760,272.03273458088916,
-35.00,290.00,1987,8760,271.96553325914357,
-34.75,289.50,1987,8760,276.18455483075144,
-34.75,289.75,1987,8760,271.14875198956491,
-34.50,289.75,1987,8760,273.72623421307566,
-34.50,290.00,1987,8760,269.35367248221621,
-34.00,290.00,1987,8760,270.00767303536469,
-34.00,290.25,1987,8760,268.43414568966381,
-33.75,290.00,1987,8760,270.68924944629407,
-33.25,289.75,1987,8760,274.14807286023006,
-33.25,290.00,1987,8760,266.84805414905287,
35.50,94.50,1987,8760,265.65610067637544,
35.50,94.75,1987,8760,265.53917226225275,
35.50,95.00,1987,8760,265.89589383199336,
35.75,90.75,1987,8760,262.83501984931564,
35.75,92.00,1987,8760,265.68332139455021,
35.75,93.00,1987,8760,267.24323349521586,
35.75,93.50,1987,8760,267.066450031925,
35.75,93.75,1987,8760,266.34100210982371,
35.75,94.25,1987,8760,268.4155118306478,
36.00,90.75,1987,8760,261.38956270087255,
36.00,91.00,1987,8760,261.43021467722713,
36.00,91.50,1987,8760,261.97761698857835,
36.00,93.00,1987,8760,265.81951551568017,
36.25,87.25,1987,8760,262.044178160576,
36.25,90.25,1987,8760,261.61738894562745,
36.25,91.00,1987,8760,261.26939334259731,
36.25,91.75,1987,8760,264.14876846766361,
36.25,92.00,1987,8760,265.95604652160921,
36.50,87.25,1987,8760,260.548816818516,
36.50,87.50,1987,8760,260.43773684218593,
36.50,91.25,1987,8760,262.88945592767027,
36.50,91.50,1987,8760,264.90278352014548,
36.75,84.25,1987,8760,267.36373105506374,
36.75,84.50,1987,8760,266.0174651716398,
36.75,84.75,1987,8760,263.35225037352677,
36.75,85.00,1987,8760,263.38016581949034,
36.75,85.25,1987,8760,263.37704015932127,
36.75,91.00,1987,8760,263.15450723552266,
36.75,91.25,1987,8760,265.33768653347067,
37.25,85.75,1987,8760,265.61097076799228,
37.25,87.25,1987,8760,264.90274761844444,
37.25,87.50,1987,8760,264.36763731377312,
37.50,87.50,1987,8760,266.91088227746695,
37.50,87.75,1987,8760,265.27213661507386,
37.50,88.00,1987,8760,263.33155485876074,
37.75,88.25,1987,8760,264.38736407310449,
38.00,87.50,1987,8760,269.07654944119389,
38.25,89.25,1987,8760,268.98392582200978,
38.25,89.50,1987,8760,269.54972385075541,
-39.75,288.50,1988,8784,279.48767120416915,
-35.00,289.75,1988,8784,271.64448131325031,
-35.00,290.00,1988,8784,271.84068921441803,
-34.75,289.50,1988,8784,275.59284133772167,
-34.75,289.75,1988,8784,270.66255884222647,
-34.50,289.75,1988,8784,273.21499638479264,
-34.50,290.00,1988,8784,268.91444437621072,
-34.00,290.00,1988,8784,269.3593284054532,
-34.00,290.25,1988,8784,267.9879315937369,
-33.75,290.00,1988,8784,270.19732752002653,
-33.25,289.75,1988,8784,274.03086630677046,
-33.25,290.00,1988,8784,266.56469850765984,
35.50,94.50,1988,8784,265.64295555594191,
35.50,94.75,1988,8784,265.40161211329951,
35.50,95.00,1988,8784,265.72219542901155,
35.75,90.75,1988,8784,263.451411909093,
35.75,92.00,1988,8784,266.08070345741368,
35.75,93.00,1988,8784,267.40583029644517,
35.75,93.50,1988,8784,267.39717751383131,
35.75,93.75,1988,8784,266.80473583165849,
35.75,94.25,1988,8784,268.63946687806066,
36.00,90.75,1988,8784,261.95906986521459,
36.00,91.00,1988,8784,262.0684006505108,
36.00,91.50,1988,8784,262.84120128541264,
36.00,93.00,1988,8784,265.52179466483807,
36.25,87.25,1988,8784,261.65317454103564,
36.25,90.25,1988,8784,261.73784086439343,
36.25,91.00,1988,8784,261.62691877709062,
36.25,91.75,1988,8784,264.24754400896029,
36.25,92.00,1988,8784,266.08255211077972,
36.50,87.25,1988,8784,260.34187213883808,
36.50,87.50,1988,8784,260.25137891752036,
36.50,91.25,1988,8784,262.77572867909419,
36.50,91.50,1988,8784,264.60270701688063,
36.75,84.25,1988,8784,267.21525072226325,
36.75,84.50,1988,8784,265.22740974148331,
36.75,84.75,1988,8784,262.34227902598286,
36.75,85.00,1988,8784,262.21762074364557,
36.75,85.25,1988,8784,261.9928173106876,
36.75,91.00,1988,8784,263.15953576760216,
36.75,91.25,1988,8784,265.0012196799662,
37.25,85.75,1988,8784,265.97529875472162,
37.25,87.25,1988,8784,264.95552336757083,
37.25,87.50,1988,8784,264.37886722578594,
37.50,87.50,1988,8784,266.96577883722136,
37.50,87.75,1988,8784,265.1475642226867,
37.50,88.00,1988,8784,263.16167812486378,
37.75,88.25,1988,8784,264.0414241971431,
38.00,87.50,1988,8784,269.28111893318606,
38.25,89.25,1988,8784,268.81240694640115,
38.25,89.50,1988,8784,269.43274872159697,
-39.75,288.50,1989,8760,280.05691634226065,
-35.00,289.75,1989,8760,272.88194822023991,
-35.00,290.00,1989,8760,272.85294075186397,
-34.75,289.50,1989,8760,276.60439511651862,
-34.75,289.75,1989,8760,272.11004556629757,
-34.50,289.75,1989,8760,274.43212368934667,
-34.50,290.00,1989,8760,270.52521928935289,
-34.00,290.00,1989,8760,271.01236367595794,
-34.00,290.25,1989,8760,269.59007352889944,
-33.75,290.00,1989,8760,271.64154060050231,
-33.25,289.75,1989,8760,274.92776795827092,
-33.25,290.00,1989,8760,268.20819588752641,
35.50,94.50,1989,8760,264.80574541832215,
35.50,94.75,1989,8760,264.61065852892455,
35.50,95.00,1989,8760,264.88357945794928,
35.75,90.75,1989,8760,262.28322450646527,
35.75,92.00,1989,8760,263.92671415598971,
35.75,93.00,1989,8760,266.14166797132799,
35.75,93.50,1989,8760,266.38416382602361,
35.75,93.75,1989,8760,265.88192308155914,
35.75,94.25,1989,8760,267.74442575533095,
36.00,90.75,1989,8760,260.95074442684921,
36.00,91.00,1989,8760,261.06036647988236,
36.00,91.50,1989,8760,261.42458018298561,
36.00,93.00,1989,8760,264.33935615853085,
36.25,87.25,1989,8760,260.78545057392557,
36.25,90.25,1989,8760,261.00825171100496,
36.25,91.00,1989,8760,260.80806977607347,
36.25,91.75,1989,8760,262.64978773561245,
36.25,92.00,1989,8760,264.37908755785799,
36.50,87.25,1989,8760,259.6502909812753,
36.50,87.50,1989,8760,259.43453618750726,
36.50,91.25,1989,8760,261.97367586283923,
36.50,91.50,1989,8760,263.42755222581837,
36.75,84.25,1989,8760,266.52599015606046,
36.75,84.50,1989,8760,265.00381839699941,
36.75,84.75,1989,8760,262.32866836269153,
36.75,85.00,1989,8760,262.21382504815926,
36.75,85.25,1989,8760,261.84650865842218,
36.75,91.00,1989,8760,262.7060027362005,
36.75,91.25,1989,8760,264.23142480893767,
37.25,85.75,1989,8760,265.07902265052275,
37.25,87.25,1989,8760,264.05491602126864,
37.25,87.50,1989,8760,263.57431172235914,
37.50,87.50,1989,8760,266.28432994825113,
37.50,87.75,1989,8760,264.59595370183797,
37.50,88.00,1989,8760,262.62539575655165,
37.75,88.25,1989,8760,263.57425666182007,
38.00,87.50,1989,8760,268.72175010611477,
38.25,89.25,1989,8760,268.1138682813949,
38.25,89.50,1989,8760,268.64400434450471,
-39.75,288.50,1990,8760,279.71448444732249,
-35.00,289.75,1990,8760,272.26691780961266,
-35.00,290.00,1990,8760,272.13384066194158,
-34.75,289.50,1990,8760,276.34608516431837,
-34.75,289.75,1990,8760,271.64676340181535,
-34.50,289.75,1990,8760,274.08542613373498,
-34.50,290.00,1990,8760,269.79659349450236,
-34.00,290.00,1990,8760,270.08020488094519,
-34.00,290.25,1990,8760,268.59431822441485,
-33.75,290.00,1990,8760,270.70559840616028,
-33.25,289.75,1990,8760,274.38485380024673,
-33.25,290.00,1990,8760,267.09096691532221,
35.50,94.50,1990,8760,264.89554653777378,
35.50,94.75,1990,8760,264.86240251445332,
35.50,95.00,1990,8760,265.00461296360243,
35.75,90.75,1990,8760,262.79844863055501,
35.75,92.00,1990,8760,264.27689666922237,
35.75,93.00,1990,8760,266.01521938445904,
35.75,93.50,1990,8760,266.12633345268631,
35.75,93.75,1990,8760,265.48021720293997,
35.75,94.25,1990,8760,268.1035761950767,
36.00,90.75,1990,8760,261.59897273860565,
36.00,91.00,1990,8760,261.78410068842919,
36.00,91.50,1990,8760,261.76807349392266,
36.00,93.00,1990,8760,264.27644855203147,
36.25,87.25,1990,8760,261.51437080940701,
36.25,90.25,1990,8760,261.53344251902678,
36.25,91.00,1990,8760,261.55057272540927,
36.25,91.75,1990,8760,263.30654917155226,
36.25,92.00,1990,8760,265.04868893035473,
36.50,87.25,1990,8760,260.53550739027048,
36.50,87.50,1990,8760,260.40753062870948,
36.50,91.25,1990,8760,262.76774596993783,
36.50,91.50,1990,8760,264.41515157690878,
36.75,84.25,1990,8760,267.65084001898219,
36.75,84.50,1990,8760,266.01605723307011,
36.75,84.75,1990,8760,263.33986618703904,
36.75,85.00,1990,8760,263.29497398480976,
36.75,85.25,1990,8760,263.04542545510208,
36.75,91.00,1990,8760,263.56947610236739,
36.75,91.25,1990,8760,265.41836396831354,
37.25,85.75,1990,8760,266.21941853875984,
37.25,87.25,1990,8760,264.95236887474584,
37.25,87.50,1990,8760,264.50611773974276,
37.50,87.50,1990,8760,266.95465930607764,
37.50,87.75,1990,8760,265.36137976973026,
37.50,88.00,1990,8760,263.5752913575194,
37.75,88.25,1990,8760,264.49766065519151,
38.00,87.50,1990,8760,269.16197461864175,
38.25,89.25,1990,8760,269.08180928861714,
38.25,89.50,1990,8760,269.76757243256588,
-39.75,288.50,1991,8760,279.2962113506718,
-35.00,289.75,1991,8760,272.40511210193375,
-35.00,290.00,1991,8760,272.24446891192434,
-34.75,289.50,1991,8760,276.41774522093334,
-34.75,289.75,1991,8760,271.9040949660349,
-34.50,289.75,1991,8760,274.49347384727167,
-34.50,290.00,1991,8760,270.23003027929019,
-34.00,290.00,1991,8760,270.66788166516449,
-34.00,290.25,1991,8760,269.04482942520212,
-33.75,290.00,1991,8760,271.18838100868817,
-33.25,289.75,1991,8760,274.50155167601423,
-33.25,290.00,1991,8760,267.5408585639849,
35.50,94.50,1991,8760,265.76148473487052,
35.50,94.75,1991,8760,265.66983745348506,
35.50,95.00,1991,8760,265.9057909874067,
35.75,90.75,1991,8760,263.46543875567988,
35.75,92.00,1991,8760,265.55072184175117,
35.75,93.00,1991,8760,266.98793149277498,
35.75,93.50,1991,8760,267.294855480107,
35.75,93.75,1991,8760,266.76353147846379,
35.75,94.25,1991,8760,268.8921944361299,
36.00,90.75,1991,8760,262.03212099467237,
36.00,91.00,1991,8760,261.977076740352,
36.00,91.50,1991,8760,262.37808922893925,
36.00,93.00,1991,8760,265.13618755079295,
36.25,87.25,1991,8760,261.91573974226162,
36.25,90.25,1991,8760,262.69148862133289,
36.25,91.00,1991,8760,261.7902367160745,
36.25,91.75,1991,8760,264.16887590939598,
36.25,92.00,1991,8760,265.98755982107224,
36.50,87.25,1991,8760,260.12132018799105,
36.50,87.50,1991,8760,260.09283153237817,
36.50,91.25,1991,8760,263.28547299877147,
36.50,91.50,1991,8760,264.94266877718712,
36.75,84.25,1991,8760,267.22031098631419,
36.75,84.50,1991,8760,265.57523128735966,
36.75,84.75,1991,8760,262.93352561149425,
36.75,85.00,1991,8760,263.22239458789562,
36.75,85.25,1991,8760,263.24565729463484,
36.75,91.00,1991,8760,263.8532749489562,
36.75,91.25,1991,8760,265.79874327324296,
37.25,85.75,1991,8760,265.68003022355032,
37.25,87.25,1991,8760,264.4741073399374,
37.25,87.50,1991,8760,263.95334853429227,
37.50,87.50,1991,8760,266.71490174559153,
37.50,87.75,1991,8760,264.98880553049582,
37.50,88.00,1991,8760,263.03425894088394,
37.75,88.25,1991,8760,263.68204875754441,
38.00,87.50,1991,8760,268.82671730529228,
38.25,89.25,1991,8760,268.79624335580763,
38.25,89.50,1991,8760,269.35578960436118,
-39.75,288.50,1992,8784,279.04209140089694,
-35.00,289.75,1992,8784,272.06264901812608,
-35.00,290.00,1992,8784,272.03040933869573,
-34.75,289.50,1992,8784,276.05065055319085,
-34.75,289.75,1992,8784,271.53769419275778,
-34.50,289.75,1992,8784,274.21369246185805,
-34.50,290.00,1992,8784,269.96505370947835,
-34.00,290.00,1992,8784,270.27169631999698,
-34.00,290.25,1992,8784,268.58472484665054,
-33.75,290.00,1992,8784,270.76345844824675,
-33.25,289.75,1992,8784,273.87538871695654,
-33.25,290.00,1992,8784,267.00376310678564,
35.50,94.50,1992,8784,264.6054582422114,
35.50,94.75,1992,8784,264.44291195582821,
35.50,95.00,1992,8784,264.75802991342459,
35.75,90.75,1992,8784,262.83366353394553,
35.75,92.00,1992,8784,264.8834837460127,
35.75,93.00,1992,8784,266.4223706083871,
35.75,93.50,1992,8784,266.32458183239936,
35.75,93.75,1992,8784,265.59261018200652,
35.75,94.25,1992,8784,267.72857829825256,
36.00,90.75,1992,8784,261.26527346070782,
36.00,91.00,1992,8784,261.45472854516981,
36.00,91.50,1992,8784,261.73443947637452,
36.00,93.00,1992,8784,264.6520982231599,
36.25,87.25,1992,8784,261.41092396998448,
36.25,90.25,1992,8784,261.12429425668631,
36.25,91.00,1992,8784,260.87905677072774,
36.25,91.75,1992,8784,263.77113612753448,
36.25,92.00,1992,8784,265.35632095962274,
36.50,87.25,1992,8784,259.70593795185749,
36.50,87.50,1992,8784,259.65125979578124,
36.50,91.25,1992,8784,262.3506366055737,
36.50,91.50,1992,8784,264.43908016712072,
36.75,84.25,1992,8784,267.28106211747411,
36.75,84.50,1992,8784,265.53931483631794,
36.75,84.75,1992,8784,262.7006119830578,
36.75,85.00,1992,8784,262.79576675227429,
36.75,85.25,1992,8784,262.8203218196042,
36.75,91.00,1992,8784,262.49699468560556,
36.75,91.25,1992,8784,265.07706436476855,
37.25,85.75,1992,8784,265.6439793730911,
37.25,87.25,1992,8784,264.40996476296738,
37.25,87.50,1992,8784,263.96631297995702,
37.50,87.50,1992,8784,266.44860929999845,
37.50,87.75,1992,8784,264.82522064827396,
37.50,88.00,1992,8784,262.90090684595435,
37.75,88.25,1992,8784,263.41647320280094,
38.00,87.50,1992,8784,268.3389790210133,
38.25,89.25,1992,8784,268.35879685448816,
38.25,89.50,1992,8784,269.01023744016834,
-39.75,288.50,1993,8760,279.44014591234458,
-35.00,289.75,1993,8760,272.38546999752793,
-35.00,290.00,1993,8760,272.3206280346875,
-34.75,289.50,1993,8760,276.23983154122686,
-34.75,289.75,1993,8760,271.77894419317374,
-34.50,289.75,1993,8760,274.18772122631333,
-34.50,290.00,1993,8760,270.13963020359546,
-34.00,290.00,1993,8760,270.73217487944862,
-34.00,290.25,1993,8760,269.00973288827834,
-33.75,290.00,1993,8760,271.41317606190023,
-33.25,289.75,1993,8760,274.57616412541637,
-33.25,290.00,1993,8760,267.69693654726632,
35.50,94.50,1993,8760,264.97492658536726,
35.50,94.75,1993,8760,264.855902994931,
35.50,95.00,1993,8760,265.19307304451996,
35.75,90.75,1993,8760,263.41701952964746,
35.75,92.00,1993,8760,265.16208257631627,
35.75,93.00,1993,8760,266.75621922636685,
35.75,93.50,1993,8760,266.60808137519177,
35.75,93.75,1993,8760,265.82824715218044,
35.75,94.25,1993,8760,267.61719842501429,
36.00,90.75,1993,8760,261.64357625360356,
36.00,91.00,1993,8760,261.75941928358384,
36.00,91.50,1993,8760,262.06238264841573,
36.00,93.00,1993,8760,265.10462079157026,
36.25,87.25,1993,8760,261.31309053603917,
36.25,90.25,1993,8760,261.56213204196598,
36.25,91.00,1993,8760,261.30260588240952,
36.25,91.75,1993,8760,263.73354731868938,
36.25,92.00,1993,8760,265.39563930633403,
36.50,87.25,1993,8760,259.80069642262919,
36.50,87.50,1993,8760,259.71809418734892,
36.50,91.25,1993,8760,262.72351728291272,
36.50,91.50,1993,8760,264.49045104632097,
36.75,84.25,1993,8760,267.16777541278162,
36.75,84.50,1993,8760,265.62830488474947,
36.75,84.75,1993,8760,262.93411342324731,
36.75,85.00,1993,8760,262.99103516879148,
36.75,85.25,1993,8760,262.77231679071576,
36.75,91.00,1993,8760,263.4462390568703,
36.75,91.25,1993,8760,265.38513949668572,
37.25,85.75,1993,8760,265.69211526809761,
37.25,87.25,1993,8760,264.30761755329291,
37.25,87.50,1993,8760,263.82503000720993,
37.50,87.50,1993,8760,266.35452695001749,
37.50,87.75,1993,8760,264.71549183919552,
37.50,88.00,1993,8760,262.83445761867853,
37.75,88.25,1993,8760,263.57943702767426,
38.00,87.50,1993,8760,268.43857846194749,
38.25,89.25,1993,8760,268.21133481030051,
38.25,89.50,1993,8760,268.89756639384785,
60.50,221.50,1993,8760,266.4618865008768,
60.75,218.50,1993,8760,265.85263186938141,
60.75,218.75,1993,8760,264.50611829888328,
60.75,219.00,1993,8760,263.56112950817089,
60.75,221.50,1993,8760,266.76102183093764,
61.00,218.00,1993,8760,269.00001566987061,
61.00,218.75,1993,8760,264.36905772588023,
61.00,219.00,1993,8760,262.94215030583075,
61.00,220.75,1993,8760,264.43095791612041,
61.00,221.00,1993,8760,265.22863491702844,
61.25,220.25,1993,8760,265.84985778669244,
61.25,220.50,1993,8760,267.59566884323885,
61.50,217.75,1993,8760,267.7753377940557,
61.50,218.00,1993,8760,264.85039219616755,
61.50,218.50,1993,8760,264.75867339878869,
61.75,218.50,1993,8760,267.68177174781556,
62.25,218.25,1993,8760,268.40903413502593,
-39.75,288.50,1994,8760,279.93999045036696,
-35.00,289.75,1994,8760,273.07145382432634,
-35.00,290.00,1994,8760,272.92037626118423,
-34.75,289.50,1994,8760,276.98981520770349,
-34.75,289.75,1994,8760,272.46678238611787,
-34.50,289.75,1994,8760,275.06282819634703,
-34.50,290.00,1994,8760,270.75227798218054,
-34.00,290.00,1994,8760,271.35197720636518,
-34.00,290.25,1994,8760,269.5265275232324,
-33.75,290.00,1994,8760,271.881642177007,
-33.25,289.75,1994,8760,275.11491821149713,
-33.25,290.00,1994,8760,267.93980275681031,
35.50,94.50,1994,8760,265.73838050528747,
35.50,94.75,1994,8760,265.39493572287364,
35.50,95.00,1994,8760,265.69725851294112,
35.75,90.75,1994,8760,263.53431681280267,
35.75,92.00,1994,8760,265.78688420334908,
35.75,93.00,1994,8760,267.34966228955415,
35.75,93.50,1994,8760,267.49496473547532,
35.75,93.75,1994,8760,267.01507612951269,
35.75,94.25,1994,8760,269.02992140016602,
36.00,90.75,1994,8760,262.15641747217745,
36.00,91.00,1994,8760,262.1829056778999,
36.00,91.50,1994,8760,262.63870689705624,
36.00,93.00,1994,8760,265.67278673006518,
36.25,87.25,1994,8760,261.9386743536823,
36.25,90.25,1994,8760,262.55665734870252,
36.25,91.00,1994,8760,261.88331303879551,
36.25,91.75,1994,8760,264.50352612151403,
36.25,92.00,1994,8760,266.5138273143333,
36.50,87.25,1994,8760,260.30145480883175,
36.50,87.50,1994,8760,260.36323775199992,
36.50,91.25,1994,8760,263.12599953603529,
36.50,91.50,1994,8760,264.85473899318748,
36.75,84.25,1994,8760,267.4711789274869,
36.75,84.50,1994,8760,265.8652261690462,
36.75,84.75,1994,8760,263.03266335578815,
36.75,85.00,1994,8760,263.02235482098303,
36.75,85.25,1994,8760,262.93153249662214,
36.75,91.00,1994,8760,264.10026443690469,
36.75,91.25,1994,8760,265.4433932596146,
37.25,85.75,1994,8760,265.68373955156159,
