candidate_id,matching_level,pool_size,rgi_id,digest,rank,selected
kunlun-b4-2001,1,389,RGI2000-v7.0-G-13-52015,0c92d76e1b3468f573e33d7b3d666e0cd3afd04701ae846bfd2a97f3c27a3f49,17,True
kunlun-b4-2001,1,389,RGI2000-v7.0-G-13-53065,0cc672f5067e57ee96bc64f3748d3d49655d7ec22598226d336fb834472e309c,18,True
kunlun-b4-2001,1,389,RGI2000-v7.0-G-13-52288,0d5cc3ac430565f0d1cd6a5ffe8b1e23fad9dd9f8714d42807891bc18531c5a9,19,True
kunlun-b4-2001,1,389,RGI2000-v7.0-G-13-50518,0db029a0da724c7859600abdc4e5b54ab9bdbcad5e6138ff7e1dc9cf8a15c967,20,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52210,00f3bcd92afddbf7d0800ebb47f59740b7bc033fc4fb5db1b827bb2b8e9d3b69,1,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-51895,032d805e872e198bb883eb2c2ab6c04639ad972b4df9b29cabd26dead944370f,2,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52319,035ebfffa93a6bf37c6bae174da3cc88b828d9c27f846d11734718070fe12ca3,3,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52775,03e584969d17359006d17b10fbe7a4ee68507ea06250da6fd6bd06384c157620,4,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-51318,0469ba9a495d24cd606a46985cf11c0297d28d9e8f719d8b46fe9192a85ca690,5,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52294,0625a2fa6d3b99ab3253c09861052f1c4997ce99ef55034282dd60022c69797f,6,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52779,0996b5cb2260ca97c392132a35947686a5efd3dbe78d791eef72e3952a724877,7,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-51439,0a3927658577a18d8e6a2b51db7cd15d1b4e1ccc12df6961bb63f07bf913569d,8,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-51048,0cdee9095b3b3bee8bdf7b4969770458f4f3d7e85342cfe6a94510bf1f6f7569,9,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52828,0d24d28b3355c0f360b677993d8d76e3e5923dd9f0baa84252b79404c67532ce,10,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-50585,0d7a337954cf70725ce1f707adedb5cfed9f5e622c5959d41fe8a5aaa966f1d4,11,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-53092,0de01198a9a58826a43e2a0c297bde7ca6157c6814392e74beff2396acb29b59,12,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-53649,0e5c70ab4087b07ada2bbfcfa4b224847d748e80c3bfc30c0f415d3e213ffe82,13,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-53270,0f03cc2713ff37b4eee0148d257963a118ea6b6336b9ec1990e0b5daca35e477,14,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52154,101e518119554b7c9f646446c7a4d92b3dba7a34cf5f46f0eaa0c36dd68dab2e,15,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52927,105a784070b3e3a40d89fc5faeb6c1bd353f312b9017810f0791fc2598d54c1b,16,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-50868,11032a729b517e2e9e7522f7f8eec874c041c2ebac7a80cfa1dd01705fe81ab5,17,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-51759,11890d059565b0187056b4029b3cb299293e99e74a6d16ce437806c31969ee50,18,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52179,136eed094106d359f9a3802b2799605d865a8acb469cb3b8cc281c5a4d5f38d8,19,True
kunlun-k2-2001,1,345,RGI2000-v7.0-G-13-52227,13dc7b32adf05499301452466f98d49c9cf58d48322ecee655da8ebbc55c5942,20,True
