rgi_id,index_year,t2m_trend_k_decade,t2m_change_k,t2m_hac_se_k_decade,theil_sen_k_decade,slope_deg,missing_reason
RGI2000-v7.0-G-13-62671,2016,0.58172874244723194,1.1052846106497407,0.26584612296287408,0.53100305705645456,23.893830000000001,
RGI2000-v7.0-G-13-63291,2016,0.35201822434068597,0.66883462624730328,0.57546535554685685,0.40714235495799345,18.325659999999999,
RGI2000-v7.0-G-13-63553,2016,0.21965093923033888,0.41733678453764383,0.6146470170745324,0.078410478312713916,17.213592999999999,
RGI2000-v7.0-G-13-64159,2016,0.19520595053238235,0.37089130601152648,0.44034420633479515,0.063166888009184491,16.02121,
RGI2000-v7.0-G-13-64333,2016,0.18953741836457053,0.36012109489268401,0.33082650749559728,0.14945502677860006,14.8559675,
RGI2000-v7.0-G-13-64353,2016,0.18953741836457053,0.36012109489268401,0.33082650749559728,0.14945502677860006,15.923132000000001,
RGI2000-v7.0-G-13-64410,2016,0.12251640788395023,0.23278117497950543,0.26547246667208535,0.056139645518853018,14.208742000000001,
RGI2000-v7.0-G-13-64411,2016,0.132112874482195,0.25101446151617046,0.27954447103832225,0.0596971893392809,26.747322,
RGI2000-v7.0-G-13-64657,2016,0.023950712172054703,0.045506353126903931,0.43748055179139572,0.036534933596414174,22.167339999999999,
RGI2000-v7.0-G-13-64675,2016,0.1036036741389034,0.19684698086391644,0.44668464808767799,0.090620926801713908,20.526419000000001,
RGI2000-v7.0-G-13-64718,2016,0.22653140989640652,0.43040967880317238,0.44179746479097609,0.16708287798348798,17.413017,
RGI2000-v7.0-G-13-64786,2016,0.023950712172054703,0.045506353126903931,0.43748055179139572,0.036534933596414174,10.987166999999999,
RGI2000-v7.0-G-13-64859,2016,0.033696394295342838,0.064023149161151399,0.42987739601310854,0.040133148862315171,22.918780999999999,
RGI2000-v7.0-G-13-65011,2016,0.27410076510447662,0.52079145369850555,0.49330612608634777,0.18292696930127289,18.567250999999999,
RGI2000-v7.0-G-13-65048,2016,0.27410076510447662,0.52079145369850555,0.49330612608634777,0.18292696930127289,16.778172999999999,
RGI2000-v7.0-G-13-65173,2016,0.27410076510447662,0.52079145369850555,0.49330612608634777,0.18292696930127289,25.973614000000001,
RGI2000-v7.0-G-13-65609,2016,0.5671288553172259,1.0775448251027293,0.24837094344575555,0.53354677940216855,23.890314,
RGI2000-v7.0-G-13-65720,2016,0.34748632732499346,0.66022402191748764,0.29078769709780455,0.31568098365149411,20.942335,
RGI2000-v7.0-G-13-65809,2016,0.40913278496457933,0.77735229143270079,0.22691079277804765,0.31472854275203793,12.717871000000001,
RGI2000-v7.0-G-13-65939,2016,0.62100216895165272,1.17990412100814,0.28660503834874068,0.44089619805933783,13.679812,
