rgi_id,o1region,o2region,glims_id,src_date,cenlon,cenlat,area_km2,conn_lvl,zmed_m,aspect_sec,dem_source,rgi_grid_spacing_m
RGI2000-v7.0-G-19-00001,19,19-01,G269278E68853S,2014-12-25T00:00:00,-90.72198871182266,-68.852957,0.037274997310938,0,159.02127,7.0,COPDEM30,12.70294274
RGI2000-v7.0-G-19-00002,19,19-01,G269334E68873S,2014-12-25T00:00:00,-90.68472626900905,-68.875036,18.67606498656883,0,414.09503,6.0,COPDEM90,70.50213829
RGI2000-v7.0-G-19-00003,19,19-01,G269381E68896S,2014-12-25T00:00:00,-90.6050549374074,-68.885293,15.846682827620514,0,461.7171,5.0,COPDEM90,65.73104910
RGI2000-v7.0-G-19-00004,19,19-01,G269419E68915S,2014-12-25T00:00:00,-90.58287592409638,-68.9082825,1.975871686253855,0,282.07822,5.0,COPDEM30,29.67919842
RGI2000-v7.0-G-19-00005,19,19-01,G269468E68886S,2014-12-25T00:00:00,-90.53588341624993,-68.8773625,29.648422534383148,0,486.60294,4.0,COPDEM90,86.23051106
RGI2000-v7.0-G-19-00006,19,19-01,G269512E68860S,2014-12-25T00:00:00,-90.48688913067292,-68.857031,15.4405672895827,0,530.3369,3.0,COPDEM90,65.01228216
RGI2000-v7.0-G-19-00007,19,19-01,G269476E68828S,2014-12-25T00:00:00,-90.5378818247703,-68.8277545,6.978271912521239,0,139.50848,2.0,COPDEM30,46.98298656
RGI2000-v7.0-G-19-00008,19,19-01,G269467E68812S,2014-12-25T00:00:00,-90.54367536311597,-68.813649,4.294306058614544,0,315.34772,3.0,COPDEM30,39.01179049
RGI2000-v7.0-G-19-00009,19,19-01,G269400E68805S,2014-12-25T00:00:00,-90.63089717674364,-68.80621049999999,15.31273454406346,0,393.69507,2.0,COPDEM90,64.78408501
RGI2000-v7.0-G-19-00010,19,19-01,G269330E68797S,2014-12-25T00:00:00,-90.67563058055154,-68.79558399999999,2.1443617039321,0,137.7905,7.0,COPDEM30,30.50109495
RGI2000-v7.0-G-19-00011,19,19-01,G269344E68780S,2014-12-25T00:00:00,-90.65296733399757,-68.77992900000001,8.461280181722122,0,165.03526,8.0,COPDEM30,50.72359163
RGI2000-v7.0-G-19-00012,19,19-01,G269323E68814S,2014-12-25T00:00:00,-90.68530544952537,-68.814026,4.614087632863967,0,137.79056,8.0,COPDEM30,40.07259843
RGI2000-v7.0-G-19-00013,19,19-01,G269322E68815S,2014-12-25T00:00:00,-90.6920998002849,-68.820187,1.06710163019092,0,137.7905,8.0,COPDEM30,24.46208559
RGI2000-v7.0-G-19-00014,19,19-01,G269303E68830S,2014-12-25T00:00:00,-90.69457518148792,-68.82798199999999,0.704812374296083,0,137.7905,7.0,COPDEM30,21.75343462
RGI2000-v7.0-G-19-00015,19,19-01,G269327E68840S,2014-12-25T00:00:00,-90.66223593728223,-68.8367895,8.704207691835725,0,760.5967,7.0,COPDEM30,51.30405195
RGI2000-v7.0-G-19-00016,19,19-02,G297317E63082S,1957-01-01T00:00:00,-62.68179713431243,-63.081545,0.071188039830662,0,378.63632,5.0,COPDEM30,13.73535217
RGI2000-v7.0-G-19-00017,19,19-02,G297328E63080S,1957-01-01T00:00:00,-62.671457444485895,-63.081237,1.177059861987047,0,376.79065,5.0,COPDEM30,25.18893456
RGI2000-v7.0-G-19-00018,19,19-02,G297366E63052S,1957-01-01T00:00:00,-62.63595031715839,-63.05276,3.257450624073474,0,929.422,5.0,COPDEM30,35.26777241
RGI2000-v7.0-G-19-00019,19,19-02,G297399E63052S,1957-01-01T00:00:00,-62.595357048046004,-63.0511315,9.801284494285001,0,485.22485,4.0,COPDEM30,53.82980448
RGI2000-v7.0-G-19-00020,19,19-02,G297386E63027S,1957-01-01T00:00:00,-62.608586073609516,-63.0264925,6.592551875615082,0,868.0405,8.0,COPDEM30,45.94635124
RGI2000-v7.0-G-19-00021,19,19-02,G297423E63005S,1957-01-01T00:00:00,-62.583879401244005,-63.005891500000004,9.024445437846124,0,1050.8252,7.0,COPDEM30,52.05700068
RGI2000-v7.0-G-19-00022,19,19-02,G297451E63029S,1957-01-01T00:00:00,-62.54801453699403,-63.027724,3.161237738731299,0,547.33105,4.0,COPDEM30,34.89181787
RGI2000-v7.0-G-19-00023,19,19-02,G297472E63017S,1957-01-01T00:00:00,-62.520700568730035,-63.017354499999996,3.14662016113216,0,512.6362,4.0,COPDEM30,34.83420125
RGI2000-v7.0-G-19-00024,19,19-02,G297476E63002S,1957-01-01T00:00:00,-62.52259075511364,-63.0023165,1.269222179878239,0,1088.2373,3.0,COPDEM30,25.77236657
RGI2000-v7.0-G-19-00025,19,19-02,G297501E62995S,1957-01-01T00:00:00,-62.49101940604146,-62.997794999999996,5.973651978417456,0,671.073,4.0,COPDEM30,44.21747781
RGI2000-v7.0-G-19-00026,19,19-02,G297537E62982S,1957-01-01T00:00:00,-62.46661526873977,-62.985487500000005,5.54701985608426,0,664.0812,4.0,COPDEM30,42.97295698
RGI2000-v7.0-G-19-00027,19,19-02,G297560E62961S,1957-01-01T00:00:00,-62.43415771529649,-62.960207499999996,7.446763542831587,0,835.56335,3.0,COPDEM30,48.20426225
RGI2000-v7.0-G-19-00028,19,19-02,G297592E62947S,1957-01-01T00:00:00,-62.40703190625,-62.9469555,2.427914473487227,0,493.0931,4.0,COPDEM30,31.81447310
RGI2000-v7.0-G-19-00029,19,19-02,G297608E62937S,1957-01-01T00:00:00,-62.39320261559348,-62.937452,3.444252142268033,0,477.02173,4.0,COPDEM30,35.98217504
RGI2000-v7.0-G-19-00030,19,19-02,G297624E62922S,1957-01-01T00:00:00,-62.377089903468864,-62.920507,3.959611901690856,0,564.6721,4.0,COPDEM30,37.85828302
RGI2000-v7.0-G-19-00031,19,19-02,G297590E62907S,1957-01-01T00:00:00,-62.40797748917089,-62.908336000000006,3.780856211176942,0,685.9425,8.0,COPDEM30,37.22219347
RGI2000-v7.0-G-19-00032,19,19-02,G297606E62899S,1957-01-01T00:00:00,-62.39359889163893,-62.8990795,2.841781269610143,0,265.16284,1.0,COPDEM30,33.60061713
RGI2000-v7.0-G-19-00033,19,19-02,G297634E62892S,1957-01-01T00:00:00,-62.364431857142854,-62.89419,2.539345389356462,0,463.56818,8.0,COPDEM30,32.30945307
RGI2000-v7.0-G-19-00034,19,19-02,G297652E62905S,1957-01-01T00:00:00,-62.35072520633858,-62.905013,3.675004242014607,0,314.87372,3.0,COPDEM30,36.83842081
RGI2000-v7.0-G-19-00035,19,19-02,G297672E62886S,1957-01-01T00:00:00,-62.32894633539945,-62.8853195,2.393875648085039,0,154.74333,3.0,COPDEM30,31.66101630
RGI2000-v7.0-G-19-00036,19,19-02,G297654E62880S,1957-01-01T00:00:00,-62.351019907297754,-62.880443,1.941531247851047,0,133.31955,1.0,COPDEM30,29.50743767
RGI2000-v7.0-G-19-00037,19,19-02,G297585E62926S,1957-01-01T00:00:00,-62.41941200193756,-62.921495,6.757787479795448,0,796.5065,1.0,COPDEM30,46.39404273
RGI2000-v7.0-G-19-00038,19,19-02,G297535E62919S,1957-01-01T00:00:00,-62.46077000691585,-62.918904999999995,2.554645908554809,0,437.51654,1.0,COPDEM30,32.37656359
RGI2000-v7.0-G-19-00039,19,19-02,G297523E62936S,1957-01-01T00:00:00,-62.45325953764446,-62.937781,9.628525960530713,0,1004.1371,8.0,COPDEM30,53.44181267
RGI2000-v7.0-G-19-00040,19,19-02,G297502E62951S,1957-01-01T00:00:00,-62.487257643971674,-62.954098,5.886658832569812,0,1205.2454,8.0,COPDEM30,43.96741278
RGI2000-v7.0-G-19-00041,19,19-02,G297463E62975S,1957-01-01T00:00:00,-62.53165419539869,-62.972736999999995,13.208195915803957,0,751.48486,8.0,COPDEM90,60.88031446
RGI2000-v7.0-G-19-00042,19,19-02,G297881E63306S,1957-01-01T00:00:00,-62.110048267220904,-63.305468,131.24156523311794,0,201.10335,4.0,COPDEM90,100.00000000
RGI2000-v7.0-G-19-00043,19,19-02,G298531E62797S,1956-02-01T00:00:00,-61.470659589130435,-62.7988755,32.53580853425894,0,126.45166,6.0,COPDEM90,89.85623628
RGI2000-v7.0-G-19-00044,19,19-02,G298654E62784S,1956-02-01T00:00:00,-61.35701261458333,-62.7874245,46.40998022398417,0,168.13704,4.0,COPDEM90,100.00000000
RGI2000-v7.0-G-19-00045,19,19-02,G298609E62752S,1956-02-01T00:00:00,-61.371114964325024,-62.748332500000004,29.481939562328915,0,177.44165,8.0,COPDEM90,86.01618350
RGI2000-v7.0-G-19-00046,19,19-02,G298711E62729S,1956-02-01T00:00:00,-61.28449744380721,-62.7275095,8.928245300756032,0,114.987976,2.0,COPDEM30,51.83223732
RGI2000-v7.0-G-19-00047,19,19-02,G299103E62657S,1957-01-01T00:00:00,-60.909378492599174,-62.6563,15.557000023784203,0,173.59247,5.0,COPDEM90,65.21930826
RGI2000-v7.0-G-19-00048,19,19-02,G299063E62629S,1957-01-01T00:00:00,-60.92053909947327,-62.6308115,19.828391354205724,0,135.17525,7.0,COPDEM90,72.34071467
RGI2000-v7.0-G-19-00049,19,19-02,G299168E62656S,1957-01-01T00:00:00,-60.82540205946316,-62.654302,14.482111172069049,0,127.94873,5.0,COPDEM90,63.27751674
RGI2000-v7.0-G-19-00050,19,19-02,G299293E62616S,1957-01-01T00:00:00,-60.688919247021275,-62.6186595,51.77850955536801,0,161.27505,5.0,COPDEM90,100.00000000
RGI2000-v7.0-G-19-00051,19,19-02,G299421E62638S,1957-01-01T00:00:00,-60.57877817926148,-62.636750500000005,3.206216734895011,0,152.53006,5.0,COPDEM30,35.06827637
RGI2000-v7.0-G-19-00052,19,19-02,G299478E62624S,1957-01-01T00:00:00,-60.519567613875424,-62.627857,12.472320495159709,0,218.1643,5.0,COPDEM30,59.44264169
RGI2000-v7.0-G-19-00053,19,19-02,G299566E62615S,1957-01-01T00:00:00,-60.436184648782344,-62.617415,9.119086656088479,0,221.20041,4.0,COPDEM30,52.27695572
RGI2000-v7.0-G-19-00054,19,19-02,G299656E62653S,1957-01-01T00:00:00,-60.34133043149882,-62.653018,3.178247343923069,0,223.59328,7.0,COPDEM30,34.95869547
RGI2000-v7.0-G-19-00055,19,19-02,G299645E62671S,1957-01-01T00:00:00,-60.35952081848508,-62.6723375,5.492630284086143,0,208.33147,8.0,COPDEM30,42.81090574
RGI2000-v7.0-G-19-00056,19,19-02,G299667E62677S,1957-01-01T00:00:00,-60.33385109143357,-62.6759865,0.997134810883884,0,189.10095,4.0,COPDEM30,23.97992929
RGI2000-v7.0-G-19-00057,19,19-02,G299653E62684S,1957-01-01T00:00:00,-60.34587026176713,-62.684332,1.052024764503158,0,273.4654,3.0,COPDEM30,24.35955619
RGI2000-v7.0-G-19-00058,19,19-02,G299626E62694S,1957-01-01T00:00:00,-60.373069608742,-62.693845499999995,1.557144005396888,0,143.62498,5.0,COPDEM30,27.46998068
RGI2000-v7.0-G-19-00059,19,19-02,G299601E62691S,1957-01-01T00:00:00,-60.40037146060326,-62.6911925,2.023886432588779,0,199.04875,6.0,COPDEM30,29.91687076
RGI2000-v7.0-G-19-00060,19,19-02,G299605E62683S,1957-01-01T00:00:00,-60.39293826597052,-62.682751499999995,1.264917725887998,0,245.75528,7.0,COPDEM30,25.74559857
RGI2000-v7.0-G-19-00061,19,19-02,G299609E62675S,1957-01-01T00:00:00,-60.3925836671738,-62.674767,1.159641280628982,0,207.50728,8.0,COPDEM30,25.07612984
