rgi_id,o1region,o2region,glims_id,src_date,cenlon,cenlat,area_km2,conn_lvl,zmed_m,aspect_sec,dem_source,rgi_grid_spacing_m
RGI2000-v7.0-G-16-00001,16,16-01,G281165E01452S,2000-06-15T00:00:00,-78.83521468095246,-1.4521345,0.014722216957391,0,5061.1206,7,COPDEM30,11.69869200
RGI2000-v7.0-G-16-00002,16,16-01,G281170E01456S,2000-06-15T00:00:00,-78.83016585364842,-1.455144,0.010509403487522,0,5311.09,1,COPDEM30,11.43521534
RGI2000-v7.0-G-16-00003,16,16-01,G281171E01457S,2000-06-15T00:00:00,-78.82897916594277,-1.4570925,0.011429579000674,0,5401.197,1,COPDEM30,11.49672893
RGI2000-v7.0-G-16-00004,16,16-01,G281173E01467S,2000-06-15T00:00:00,-78.82676244354292,-1.467883,7.659830663438935,0,5419.496,7,COPDEM30,48.74695872
RGI2000-v7.0-G-16-00005,16,16-01,G281180E01481S,2000-06-15T00:00:00,-78.82032923948887,-1.479866,1.33912290646368,0,5428.374,5,COPDEM30,26.20086694
RGI2000-v7.0-G-16-00006,16,16-01,G281187E01479S,2000-06-15T00:00:00,-78.8131158239901,-1.479489,1.074296081479663,0,5555.7725,5,COPDEM30,24.51075573
RGI2000-v7.0-G-16-00007,16,16-01,G281201E01478S,2000-06-15T00:00:00,-78.79940458333333,-1.4784795,2.553768361607264,0,5266.7354,4,COPDEM30,32.37271997
RGI2000-v7.0-G-16-00008,16,16-01,G281198E01465S,2000-06-15T00:00:00,-78.80611645869627,-1.4632425,4.664714908227288,0,5320.591,2,COPDEM30,40.23713151
RGI2000-v7.0-G-16-00009,16,16-01,G281194E01453S,2000-06-15T00:00:00,-78.80527068455388,-1.4528825,1.040425134247338,0,5173.4585,2,COPDEM30,24.28017249
RGI2000-v7.0-G-16-00010,16,16-01,G281201E01450S,2000-06-15T00:00:00,-78.7994169366242,-1.4500965,0.891450028358567,0,4984.957,2,COPDEM30,23.21832840
RGI2000-v7.0-G-16-00011,16,16-01,G281243E01403S,2000-06-15T00:00:00,-78.75821979734252,-1.402892,0.80221525219162,0,4735.4277,7,COPDEM30,22.53930578
RGI2000-v7.0-G-16-00012,16,16-01,G281249E01405S,2000-06-15T00:00:00,-78.75325999770516,-1.403858,0.334858641720289,0,4784.1206,2,COPDEM30,18.10137604
RGI2000-v7.0-G-16-00013,16,16-01,G281250E01411S,2000-06-15T00:00:00,-78.74918595158101,-1.411069,0.492935559055698,0,4779.563,5,COPDEM30,19.82931175
RGI2000-v7.0-G-16-00014,16,16-01,G281558E01470S,2000-06-15T00:00:00,-78.44247050646553,-1.4698015,0.1220185407811,0,4837.8745,3,COPDEM30,14.89036134
RGI2000-v7.0-G-16-00015,16,16-01,G281558E01475S,2000-06-15T00:00:00,-78.44253213663663,-1.475299,0.788791683133939,0,4660.3755,5,COPDEM30,22.43395230
RGI2000-v7.0-G-16-00016,16,16-01,G281573E01662S,2000-06-15T00:00:00,-78.42881160859355,-1.6598675,1.952230070079431,0,4572.275,6,COPDEM30,29.56111177
RGI2000-v7.0-G-16-00017,16,16-01,G281592E01669S,2000-06-15T00:00:00,-78.40586542577583,-1.6738915,9.868194065825506,0,4734.313,2,COPDEM30,53.97915457
RGI2000-v7.0-G-16-00018,16,16-01,G281578E01693S,2000-06-15T00:00:00,-78.41851310824742,-1.6946205,10.263432657152611,0,4630.095,6,COPDEM30,54.85122965
RGI2000-v7.0-G-16-00019,16,16-01,G281598E01700S,2000-06-15T00:00:00,-78.40174544104525,-1.6988805,0.136772261570818,0,4489.576,5,COPDEM30,15.17758276
RGI2000-v7.0-G-16-00020,16,16-01,G281554E01690S,2000-06-15T00:00:00,-78.44634731951466,-1.690235,0.186715788388533,0,4509.9185,6,COPDEM30,16.04948713
RGI2000-v7.0-G-16-00021,16,16-01,G281653E01998S,2000-06-15T00:00:00,-78.3467733549703,-1.998912,0.477962072480563,0,4681.4746,8,COPDEM30,19.67887216
RGI2000-v7.0-G-16-00022,16,16-01,G281649E02003S,2000-06-15T00:00:00,-78.3506538343997,-2.001894,0.886451012837889,0,4698.0586,8,COPDEM30,23.18121385
RGI2000-v7.0-G-16-00023,16,16-01,G281650E02010S,2000-06-15T00:00:00,-78.35021258645531,-2.011089,0.897682204169527,0,4635.8623,6,COPDEM30,23.26445295
RGI2000-v7.0-G-16-00024,16,16-01,G281660E02012S,2000-06-15T00:00:00,-78.34232791917827,-2.0115795,1.628523116617745,0,4684.566,5,COPDEM30,27.86590414
RGI2000-v7.0-G-16-00025,16,16-01,G281664E01999S,2000-06-15T00:00:00,-78.33587532659783,-1.999237,2.518413972118624,0,4676.9385,2,COPDEM30,32.21731619
RGI2000-v7.0-G-16-00026,16,16-01,G281556E00697S,1997-09-09T00:00:00,-78.44539237297201,-0.6949545,1.564120502017836,0,5133.2837,6,COPDEM30,27.50907246
RGI2000-v7.0-G-16-00027,16,16-01,G281551E00681S,1997-09-09T00:00:00,-78.44544822115384,-0.683613,2.511083392655583,0,5277.0527,7,COPDEM30,32.18495763
RGI2000-v7.0-G-16-00028,16,16-01,G281559E00671S,1997-09-09T00:00:00,-78.44139650989632,-0.672424,0.24341710038685,0,5340.879,1,COPDEM30,16.90722460
RGI2000-v7.0-G-16-00029,16,16-01,G281546E00675S,2000-06-15T00:00:00,-78.45415548974692,-0.6754795,0.018447798812103,0,4801.9,8,COPDEM30,11.90151744
RGI2000-v7.0-G-16-00030,16,16-01,G281572E00688S,1997-09-09T00:00:00,-78.42642140333334,-0.688069,9.3171248485261,0,5069.0454,3,COPDEM30,52.73355204
RGI2000-v7.0-G-16-00031,16,16-01,G281283E00661S,2000-06-15T00:00:00,-78.7165284966548,-0.6597905,4.414787670236152,0,4795.449,6,COPDEM30,39.41595457
RGI2000-v7.0-G-16-00032,16,16-01,G281855E00490S,2000-06-15T00:00:00,-78.15060579837518,-0.4863015,9.487142028159926,0,5043.9614,6,COPDEM30,53.12168639
RGI2000-v7.0-G-16-00033,16,16-01,G281874E00483S,2000-06-15T00:00:00,-78.12662854656419,-0.4830555,7.928429211471153,0,4837.344,2,COPDEM30,49.42045314
RGI2000-v7.0-G-16-00034,16,16-01,G281875E00499S,2000-06-15T00:00:00,-78.12574744370748,-0.499344,1.293465678401542,0,4938.3477,5,COPDEM30,25.92228856
RGI2000-v7.0-G-16-00035,16,16-01,G282007E00013N,2000-06-15T00:00:00,-77.99156356982544,0.0122585,9.335317267228548,0,4943.354,5,COPDEM30,52.77525201
RGI2000-v7.0-G-16-00036,16,16-01,G282029E00024N,2000-06-15T00:00:00,-77.97443575,0.0242,5.94436581225264,0,4876.9004,3,COPDEM30,44.13349820
RGI2000-v7.0-G-16-00037,16,16-01,G282032E00032N,2000-06-15T00:00:00,-77.96732624833322,0.0317145,0.18624765551231,0,4886.618,3,COPDEM30,16.04189875
RGI2000-v7.0-G-16-00038,16,16-01,G282016E00034N,2000-06-15T00:00:00,-77.98558982662743,0.03579,2.616845073347547,0,5176.836,1,COPDEM30,32.64733173
RGI2000-v7.0-G-16-00039,16,16-01,G282003E00032N,2000-06-15T00:00:00,-77.9984895101156,0.032879,1.481083609643303,0,5193.797,8,COPDEM30,27.03796900
RGI2000-v7.0-G-16-00040,16,16-01,G281993E00035N,2000-06-15T00:00:00,-78.00757236705648,0.0363255,0.860674438443573,0,4830.32,7,COPDEM30,22.98815576
RGI2000-v7.0-G-16-00041,16,16-01,G283967E02914N,2000-06-15T00:00:00,-76.03307537286129,2.9123485,2.260542371516865,0,4865.636,7,COPDEM30,31.04914024
RGI2000-v7.0-G-16-00042,16,16-01,G283977E02921N,2000-06-15T00:00:00,-76.02203466895861,2.9193695,4.590698151983027,0,4854.8936,3,COPDEM30,39.99628040
RGI2000-v7.0-G-16-00043,16,16-01,G283967E02932N,2000-06-15T00:00:00,-76.03297169991583,2.931472,2.223337179872262,0,4927.8486,7,COPDEM30,30.87520269
