rgi_id,o1region,o2region,glims_id,src_date,cenlon,cenlat,area_km2,conn_lvl,zmed_m,aspect_sec,dem_source,rgi_grid_spacing_m
RGI2000-v7.0-G-02-00001,02,02-01,G226273E65151N,1985-06-15T00:00:00,-133.7277719090636,65.151162,0.308515781625592,0,1757.7238,1,COPDEM30,17.77618757
RGI2000-v7.0-G-02-00002,02,02-01,G226290E65154N,1985-06-15T00:00:00,-133.70920417098094,65.1537645,0.152522200671505,0,1795.5416,2,COPDEM30,15.46757271
RGI2000-v7.0-G-02-00003,02,02-01,G226304E65148N,1985-06-15T00:00:00,-133.69751326643842,65.1479145,0.186309306597747,0,1656.3792,1,COPDEM30,16.04289865
RGI2000-v7.0-G-02-00004,02,02-01,G227143E64731N,1968-06-15T00:00:00,-132.85746477593818,64.7307155,0.276898639899372,0,1898.866,2,COPDEM30,17.36696229
RGI2000-v7.0-G-02-00005,02,02-01,G227150E64730N,1968-06-15T00:00:00,-132.8527555,64.728208,0.103073395957488,0,1944.9824,8,COPDEM30,14.49470640
RGI2000-v7.0-G-02-00006,02,02-01,G227170E64726N,1968-06-15T00:00:00,-132.8307885017301,64.7261975,0.304921050661999,0,1916.315,2,COPDEM30,17.73075196
RGI2000-v7.0-G-02-00007,02,02-01,G227191E64728N,1968-06-15T00:00:00,-132.80374087145242,64.72923700000001,0.338489856756227,0,1702.404,2,COPDEM30,18.14518336
RGI2000-v7.0-G-02-00008,02,02-01,G227182E64744N,1968-06-15T00:00:00,-132.812624648,64.74525700000001,0.42115111793363,0,1800.7954,2,COPDEM30,19.08546196
RGI2000-v7.0-G-02-00009,02,02-01,G227240E64733N,1968-06-15T00:00:00,-132.756557121821,64.73348,0.582386504367776,0,1639.5676,1,COPDEM30,20.68399527
RGI2000-v7.0-G-02-00010,02,02-01,G227240E64723N,1968-06-15T00:00:00,-132.7593269066723,64.7229955,0.09472766219533,0,1694.246,4,COPDEM30,14.30890030
RGI2000-v7.0-G-02-00011,02,02-01,G227261E64701N,1968-06-15T00:00:00,-132.73340973848602,64.701521,0.182226048305838,0,2454.193,3,COPDEM30,15.97631203
RGI2000-v7.0-G-02-00012,02,02-01,G227260E64689N,1968-06-15T00:00:00,-132.74006522760115,64.68945199999999,0.519125487674426,0,1706.2388,1,COPDEM30,20.08705089
RGI2000-v7.0-G-02-00013,02,02-01,G227298E64666N,1968-06-15T00:00:00,-132.70210206739824,64.6658695,0.103107697395939,0,2299.732,2,COPDEM30,14.49545423
RGI2000-v7.0-G-02-00014,02,02-01,G227297E64647N,1968-06-15T00:00:00,-132.70416569741673,64.6477145,0.258832898590473,0,1820.7615,8,COPDEM30,17.12258718
RGI2000-v7.0-G-02-00015,02,02-01,G227283E64645N,1968-06-15T00:00:00,-132.718429371639,64.645453,0.20428148646526,0,1871.2897,1,COPDEM30,16.32765133
RGI2000-v7.0-G-02-00016,02,02-01,G227197E64627N,1968-06-15T00:00:00,-132.8028715631682,64.6275505,0.103475790872361,0,2008.6362,1,COPDEM30,14.50347144
RGI2000-v7.0-G-02-00017,02,02-01,G227769E64673N,1968-06-15T00:00:00,-132.230879539333,64.6732795,0.23770049054336,0,1981.1588,1,COPDEM30,16.82563522
RGI2000-v7.0-G-02-00018,02,02-01,G227778E64677N,1968-06-15T00:00:00,-132.2214934756915,64.6771455,0.154671472324219,0,1886.1603,7,COPDEM30,15.50596119
RGI2000-v7.0-G-02-00019,02,02-01,G227810E64675N,1968-06-15T00:00:00,-132.19114536687528,64.675088,1.181499571584959,0,1933.4888,1,COPDEM30,25.21755289
RGI2000-v7.0-G-02-00020,02,02-01,G227834E64674N,1968-06-15T00:00:00,-132.16525478914588,64.673813,0.402002364041653,0,2028.9958,2,COPDEM30,18.87651189
RGI2000-v7.0-G-02-00021,02,02-01,G227851E64672N,1968-06-15T00:00:00,-132.14662436444007,64.672913,0.235649475945305,0,1956.8346,2,COPDEM30,16.79612370
RGI2000-v7.0-G-02-00022,02,02-01,G228325E64598N,1984-06-15T00:00:00,-131.67490413888888,64.5976915,0.079512451413443,0,2034.0436,1,COPDEM30,13.94771332
RGI2000-v7.0-G-02-00023,02,02-01,G228335E64605N,1984-06-15T00:00:00,-131.66380286418422,64.6038925,0.858878493168052,0,2074.7878,8,COPDEM30,22.97459767
